riverseg,landseg,floafo,floalf,floccn,flocex,flocfo,flocid,flocpd,flofor,flohom,flohvf,flohwm,flohyo,flohyw,flolwm,flonal,flonex,flonhi,flonho,flonhy,flonid,flonlo,flonpa,flonpd,flopas,florcn,florex,florid,florpd,flotrp,flours,tn afo,tn alf,tn ccn,tn cex,tn cfo,tn cid,tn cpd,tn for,tn hom,tn hvf,tn hwm,tn hyo,tn hyw,tn lwm,tn nal,tn nex,tn nhi,tn nho,tn nhy,tn nid,tn nlo,tn npa,tn npd,tn pas,tn rcn,tn rex,tn rid,tn rpd,tn trp,tn urs,tp afo,tp alf,tp ccn,tp cex,tp cfo,tp cid,tp cpd,tp for,tp hom,tp hvf,tp hwm,tp hyo,tp hyw,tp lwm,tp nal,tp nex,tp nhi,tp nho,tp nhy,tp nid,tp nlo,tp npa,tp npd,tp pas,tp rcn,tp rex,tp rid,tp rpd,tp trp,tp urs,sedafo,sedalf,sedccn,sedcex,sedcfo,sedcid,sedcpd,sedfor,sedhom,sedhvf,sedhwm,sedhyo,sedhyw,sedlwm,sednal,sednex,sednhi,sednho,sednhy,sednid,sednlo,sednpa,sednpd,sedpas,sedrcn,sedrex,sedrid,sedrpd,sedtrp,sedurs
SU7_0550_0540,A36107,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.777,1.110,0.000,0.000,0.777,0.000,0.000,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,0.115,1.152,0.000,0.000,0.115,0.000,0.000,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,0.149,0.149,0.000,0.000,0.149,0.000,0.000,0.160,0.149,0.160,0.149,0.149,0.149,0.149,0.149,0.299,0.149,0.149,0.149,0.242,0.149,0.117,0.242,0.117,0.193,0.299,0.242,0.242,0.117,0.149
SU7_0550_0540,A42015,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.777,1.110,0.000,0.000,0.777,0.000,0.000,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,0.115,1.152,0.000,0.000,0.115,0.000,0.000,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,0.092,0.092,0.000,0.000,0.092,0.000,0.000,0.096,0.092,0.096,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.089,0.092,0.092,0.089,0.092,0.092,0.092,0.089,0.089,0.092,0.092
SU7_0550_0540,A42115,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.777,1.110,0.000,0.000,0.777,0.000,0.000,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,0.115,1.152,0.000,0.000,0.115,0.000,0.000,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,0.086,0.086,0.000,0.000,0.086,0.000,0.000,0.085,0.086,0.085,0.086,0.086,0.086,0.086,0.086,0.084,0.086,0.086,0.086,0.088,0.086,0.087,0.088,0.087,0.072,0.084,0.088,0.088,0.087,0.086
SU7_0720_0750,A42015,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.777,1.110,0.000,0.000,0.777,0.000,0.000,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,0.115,1.152,0.000,0.000,0.115,0.000,0.000,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,0.156,0.156,0.000,0.000,0.156,0.000,0.000,0.159,0.156,0.159,0.156,0.156,0.156,0.156,0.156,0.215,0.156,0.156,0.156,0.251,0.156,0.215,0.251,0.215,0.294,0.215,0.251,0.251,0.215,0.156
SU7_0730_0860,A42015,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.092,0.092,0.000,0.000,0.092,0.000,0.000,0.096,0.092,0.096,0.092,0.092,0.092,0.092,0.092,0.122,0.092,0.092,0.092,0.115,0.092,0.167,0.115,0.167,0.221,0.122,0.115,0.115,0.167,0.092
SU7_0730_0860,B42015,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.123,0.123,0.000,0.000,0.123,0.000,0.000,0.118,0.123,0.118,0.123,0.123,0.123,0.123,0.123,0.125,0.123,0.123,0.123,0.126,0.123,0.125,0.126,0.125,0.134,0.125,0.126,0.126,0.125,0.123
SU7_0750_0850,A42015,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.777,1.110,0.000,0.000,0.777,0.000,0.000,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,0.115,1.152,0.000,0.000,0.115,0.000,0.000,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,0.183,0.183,0.000,0.000,0.183,0.000,0.000,0.179,0.183,0.179,0.183,0.183,0.183,0.183,0.183,0.281,0.183,0.183,0.183,0.215,0.183,0.547,0.215,0.547,0.281,0.281,0.215,0.215,0.547,0.183
SU7_0850_0730,A42015,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.777,1.110,0.000,0.000,0.777,0.000,0.000,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,1.110,0.115,1.152,0.000,0.000,0.115,0.000,0.000,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,1.152,0.253,0.253,0.000,0.000,0.253,0.000,0.000,0.262,0.253,0.262,0.253,0.253,0.253,0.253,0.253,0.309,0.253,0.253,0.253,0.358,0.253,0.296,0.358,0.296,0.296,0.309,0.358,0.358,0.296,0.253
SU7_0860_0960,A42015,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.141,0.141,0.000,0.000,0.141,0.000,0.000,0.144,0.141,0.144,0.141,0.141,0.141,0.141,0.141,0.195,0.141,0.141,0.141,0.163,0.141,0.150,0.163,0.150,0.299,0.195,0.163,0.163,0.150,0.141
SU7_0860_0960,A42115,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.101,0.101,0.000,0.000,0.101,0.000,0.000,0.098,0.101,0.098,0.101,0.101,0.101,0.101,0.101,0.100,0.101,0.101,0.101,0.099,0.101,0.125,0.099,0.125,0.111,0.100,0.099,0.099,0.125,0.101
SU7_0860_0960,A42131,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.210,0.210,0.000,0.000,0.210,0.000,0.000,0.225,0.210,0.225,0.210,0.210,0.210,0.210,0.210,0.354,0.210,0.210,0.210,0.283,0.210,0.381,0.283,0.381,0.358,0.354,0.283,0.283,0.381,0.210
SU7_0860_0960,B42015,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.088,0.088,0.000,0.000,0.088,0.000,0.000,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.094,0.088,0.088,0.088,0.087,0.088,0.089,0.087,0.089,0.089,0.094,0.087,0.087,0.089,0.088
SU7_0950_1010,A42131,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.223,0.223,0.000,0.000,0.223,0.000,0.000,0.242,0.223,0.242,0.223,0.223,0.223,0.223,0.223,0.169,0.223,0.223,0.223,0.238,0.223,0.311,0.238,0.311,0.353,0.169,0.238,0.238,0.311,0.223
SU7_0950_1010,B42131,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.210,0.210,0.000,0.000,0.210,0.000,0.000,0.223,0.210,0.223,0.210,0.210,0.210,0.210,0.210,0.207,0.210,0.210,0.210,0.199,0.210,0.207,0.199,0.207,0.194,0.207,0.199,0.199,0.207,0.210
SU7_0960_0950,A42131,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.128,0.128,0.000,0.000,0.128,0.000,0.000,0.124,0.128,0.124,0.128,0.128,0.128,0.128,0.128,0.220,0.128,0.128,0.128,0.148,0.128,0.267,0.148,0.267,0.434,0.220,0.148,0.148,0.267,0.128
SU7_0980_1120,A42069,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.130,0.130,0.000,0.000,0.130,0.000,0.000,0.128,0.130,0.128,0.130,0.130,0.130,0.130,0.130,0.102,0.130,0.130,0.130,0.123,0.130,0.128,0.123,0.128,0.199,0.102,0.123,0.123,0.128,0.130
SU7_0980_1120,A42079,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.163,0.163,0.000,0.000,0.163,0.000,0.000,0.169,0.163,0.169,0.163,0.163,0.163,0.163,0.163,0.396,0.163,0.163,0.163,0.207,0.163,0.152,0.207,0.152,0.315,0.396,0.207,0.207,0.152,0.163
SU7_0980_1120,A42131,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.174,0.174,0.000,0.000,0.174,0.000,0.000,0.178,0.174,0.178,0.174,0.174,0.174,0.174,0.174,0.135,0.174,0.174,0.174,0.197,0.174,0.145,0.197,0.145,0.209,0.135,0.197,0.197,0.145,0.174
SU7_0980_1120,B42079,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.101,0.101,0.000,0.000,0.101,0.000,0.000,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.099,0.101,0.103,0.099,0.103,0.101,0.101,0.099,0.099,0.103,0.101
SU7_1010_0980,A42131,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.402,0.402,0.000,0.000,0.402,0.000,0.000,0.461,0.402,0.461,0.402,0.402,0.402,0.402,0.402,0.437,0.402,0.402,0.402,0.446,0.402,0.413,0.446,0.413,0.432,0.437,0.446,0.446,0.413,0.402
SU7_1120_1140,A42079,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.112,0.112,0.000,0.000,0.112,0.000,0.000,0.109,0.112,0.109,0.112,0.112,0.112,0.112,0.112,0.132,0.112,0.112,0.112,0.158,0.112,0.123,0.158,0.123,0.197,0.132,0.158,0.158,0.123,0.112
SU7_1120_1140,B42079,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.076,0.076,0.000,0.000,0.076,0.000,0.000,0.075,0.076,0.075,0.076,0.076,0.076,0.076,0.076,0.081,0.076,0.076,0.076,0.076,0.076,0.082,0.076,0.082,0.078,0.081,0.076,0.076,0.082,0.076
SU7_1120_1140,F42079,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.112,0.112,0.000,0.000,0.112,0.000,0.000,0.109,0.112,0.109,0.112,0.112,0.112,0.112,0.112,0.132,0.112,0.112,0.112,0.158,0.112,0.123,0.158,0.123,0.197,0.132,0.158,0.158,0.123,0.112
SU7_1140_1420,A42037,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.099,0.099,0.000,0.000,0.099,0.000,0.000,0.087,0.099,0.087,0.099,0.099,0.099,0.099,0.099,0.095,0.099,0.099,0.099,0.099,0.099,0.095,0.099,0.095,0.095,0.095,0.099,0.099,0.095,0.099
SU7_1140_1420,A42079,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.131,0.131,0.000,0.000,0.131,0.000,0.000,0.126,0.131,0.126,0.131,0.131,0.131,0.131,0.131,0.158,0.131,0.131,0.131,0.152,0.131,0.135,0.152,0.135,0.179,0.158,0.152,0.152,0.135,0.131
SU7_1140_1420,B42079,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.070,0.070,0.000,0.000,0.070,0.000,0.000,0.069,0.070,0.069,0.070,0.070,0.070,0.070,0.070,0.068,0.070,0.070,0.070,0.067,0.070,0.071,0.067,0.071,0.061,0.068,0.067,0.067,0.071,0.070
SU7_1140_1420,F42079,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.058,1.511,0.000,0.000,1.058,0.000,0.000,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,0.150,1.497,0.000,0.000,0.150,0.000,0.000,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,0.131,0.131,0.000,0.000,0.131,0.000,0.000,0.126,0.131,0.126,0.131,0.131,0.131,0.131,0.131,0.158,0.131,0.131,0.131,0.152,0.131,0.135,0.152,0.135,0.179,0.158,0.152,0.152,0.135,0.131
