riverseg,landseg,area(acres)***
PL2_4811_0000,N24033,1907.552012
PL2_4945_0000,N11001,12802.83988
PL2_4970_5250,N51059,52677.34313
PL2_4970_5250,N51061,732.6919853
PL2_4970_5250,N51107,18128.99635
PL2_4970_5250,N51153,48455.91347
PL2_4970_5250,N51600,195.0100016
PL2_4970_5250,N51683,2729.881082
PL2_4970_5250,N51685,1622.187025
PL2_5140_5360,N51061,5980.672868
PL2_5140_5360,N51153,31418.02857
PL2_5140_5360,N51683,3349.705997
PL2_5300_5630,N24017,46686.29927
PL2_5300_5630,N24033,4656.986277
PL2_5470_5360,N51061,35530.41859
PL2_5470_5360,N51153,30233.32385
PL2_5630_0001,N24017,4757.107883
PL2_5800_0000,N24017,3455.333974
PL3_5250_0001,N51059,12849.37835
PL3_5250_0001,N51153,9616.050745
PL3_5360_5250,N51153,18110.24799
PL3_5360_5250,N51683,280.2489953
PL7_4910_0000,N11001,2402.747014
PL7_4911_0000,N51013,4607.679221
PL7_4911_0000,N51059,6384.259085
PL7_4940_0000,N11001,1255.764999
PL7_4941_0000,N11001,197.0989989
PL7_4941_0000,N51013,3233.117032
PL7_4942_0000,N11001,165.9790023
PL7_4960_0000,N11001,3661.221084
PL7_4960_0000,N24033,6871.037036
PL7_4962_0000,N51013,8327.680718
PL7_4962_0000,N51059,1276.824966
PL7_4962_0000,N51510,1674.585
PL7_4962_0000,N51610,415.2969971
PL7_4963_0000,N51510,253.6718049
PL7_4964_0000,N51013,477.7420118
PL7_4965_0000,N51510,771.8030273
PL7_4980_0000,N24033,5948.358745
PL7_4980_0000,N51510,366.0349902
PL7_4981_0000,N51059,18651.52604
PL7_4982_0000,N51059,583.0989923
PL7_4983_0000,N51059,422.7439865
PL7_4984_0000,N51059,90.00799978
PM0_4640_4820,N24031,16425.83954
PM1_3120_3400,N24013,68969.7214
PM1_3450_3400,N24013,35814.11936
PM1_3450_3400,N24021,17510.47513
PM1_3510_4000,H24021,9537.649264
PM1_3510_4000,N24021,33453.52267
PM1_3710_4040,N24021,5098.622806
PM1_3711_3710,N24013,5376.841688
PM1_3711_3710,N24021,46508.89865
PM1_4000_4290,N24021,33981.15718
PM1_4250_4500,N24031,49733.93849
PM1_4251_4250,N24031,13556.83464
PM1_4252_4250,N24031,1872.529975
PM1_4430_4200,N51107,59210.32867
PM1_4500_4580,N24031,17575.57638
PM2_2860_3040,N24013,5482.176704
PM2_2860_3040,N24021,1834.012057
PM2_2860_3040,N42001,103161.7367
PM2_3400_3340,N24013,721.0290171
PM2_3400_3340,N24021,373.2529974
PM2_4860_4670,N51061,62837.25097
PM2_4860_4670,N51107,14628.21663
PM3_3040_3340,H24021,2076.131934
PM3_3040_3340,N24013,21591.69085
PM3_3040_3340,N24021,27284.88293
PM3_3040_3340,N42001,41469.80668
PM3_3040_3340,N42055,1185.412906
PM3_4660_4620,N51107,34800.58375
PM3_4670_4660,N51061,33340.23385
PM3_4670_4660,N51107,101443.7985
PM4_3340_3341,H24021,21053.90613
PM4_3340_3341,N24021,77109.44305
PM4_3341_4040,N24021,39343.65691
PM4_4040_4410,N24021,78328.61842
PM4_4040_4410,N24031,20151.14544
PM7_4150_4290,N24021,11606.46735
PM7_4150_4290,N24043,9917.596671
PM7_4150_4290,N51107,21945.73081
PM7_4200_4410,N24021,19017.22971
PM7_4200_4410,N51107,7261.861095
PM7_4290_4200,N24021,2554.142075
PM7_4290_4200,N51107,1835.162003
PM7_4410_4620,N24021,447.2110057
PM7_4410_4620,N24031,30310.09084
PM7_4410_4620,N51107,20006.05522
PM7_4580_4820,N24031,38655.67166
PM7_4580_4820,N51059,55554.59239
PM7_4580_4820,N51600,136.0330029
PM7_4620_4580,N24031,13017.21505
PM7_4620_4580,N51059,15203.21679
PM7_4620_4580,N51107,54265.83682
PM7_4820_0001,N11001,1311.866938
PM7_4820_0001,N24031,4774.772069
PM7_4820_0001,N51059,875.3719946
PS0_6150_6160,N51165,444.0129973
PS0_6150_6160,N51660,6838.54399
PS0_6160_6161,N51165,17256.27598
PS0_6160_6161,N51660,3757.472965
PS1_4790_4830,N51069,37811.77678
PS1_4790_4830,N51171,27426.8489
PS1_4830_5080,N51069,19113.33725
PS1_4830_5080,N51171,15206.54314
PS1_4830_5080,N51187,1056.93103
PS2_5550_5560,H51165,5950.721828
PS2_5550_5560,N51165,115798.9345
PS2_5550_5560,N51171,1598.423875
PS2_5550_5560,N54031,10688.45799
PS2_5560_5100,N51165,122559.3262
PS2_5560_5100,N51171,67899.29458
PS2_5560_5100,N51660,588.5300345
PS2_6420_6360,H51015,209.8980011
PS2_6420_6360,H51165,1624.905017
PS2_6420_6360,N51015,6754.5003
PS2_6420_6360,N51165,5906.772998
PS2_6490_6420,H51015,14297.31046
PS2_6490_6420,H51165,503.0080103
PS2_6490_6420,N51015,24452.09459
PS2_6490_6420,N51820,1512.413972
PS2_6660_6490,H51015,4952.826078
PS2_6660_6490,N51015,1527.089012
PS2_6660_6490,N51820,7157.421751
PS2_6730_6660,H51015,26043.20424
PS2_6730_6660,N51015,54179.30428
PS2_6730_6660,N51820,1058.042064
PS3_5100_5080,N51171,168253.885
PS3_5100_5080,N51187,877.9400378
PS3_5990_6161,H51165,12937.53547
PS3_5990_6161,L51015,21235.51419
PS3_5990_6161,N51015,64243.33988
PS3_5990_6161,N51165,108044.7018
PS3_6161_6280,N51165,5763.407073
PS3_6280_6230,L51015,19800.45758
PS3_6280_6230,N51165,8404.485287
PS3_6460_6230,L51015,39182.67971
PS3_6460_6230,N51015,187237.5309
PS3_6460_6230,N51790,12822.47566
PS4_5080_4380,N51069,1160.677992
PS4_5080_4380,N51139,6205.872765
PS4_5080_4380,N51171,47405.20195
PS4_5080_4380,N51187,12031.45337
PS4_5840_5240,H51139,12094.99996
PS4_5840_5240,H51165,24091.76389
PS4_5840_5240,N51139,67292.81895
PS4_5840_5240,N51165,86521.03587
PS4_6230_6360,N51165,16327.05253
PS4_6360_5840,H51165,4689.689671
PS4_6360_5840,N51165,9320.77408
PS5_4370_4150,N54037,14292.86016
PS5_4380_4370,N51043,92158.10954
PS5_4380_4370,N51061,258.4549986
PS5_4380_4370,N51069,18577.28324
PS5_4380_4370,N51187,48218.12831
PS5_4380_4370,N54037,51828.9055
PS5_5200_4380,N51187,23979.54087
PS5_5240_5200,H51139,16002.67814
PS5_5240_5200,N51139,99410.47219
PS5_5240_5200,N51187,52231.38443
PU0_3000_3090,N24043,4806.171259
PU0_3000_3090,N42001,3377.187967
PU0_3000_3090,N42055,51612.15006
PU0_3601_3602,N24043,10735.15821
PU0_3601_3602,N42055,854.8109439
PU0_3611_3530,N24043,9880.797347
PU0_3611_3530,N42057,6215.140359
PU0_3751_3752,N24043,13459.5976
PU0_3871_3690,N24001,32023.64568
PU0_3871_3690,N42009,7642.508551
PU0_5620_5380,H54071,1333.958024
PU0_5620_5380,L54071,19215.97092
PU0_5620_5380,N54023,307.4979852
PU0_5620_5380,N54071,35443.05741
PU0_6080_5620,H54071,10914.66783
PU0_6080_5620,L54071,949.0810333
PU0_6080_5620,N51091,37884.50251
PU0_6080_5620,N54071,65123.8173
PU1_3030_3440,N24043,1328.025978
PU1_3030_3440,N42057,71581.1876
PU1_3100_3690,N24001,10098.40298
PU1_3100_3690,N24043,5222.271957
PU1_3100_3690,N42009,41065.13274
PU1_3100_3690,N42057,10389.20801
PU1_3170_3580,N42009,34993.39942
PU1_3580_3780,N24001,19947.34782
PU1_3580_3780,N42009,5522.685238
PU1_3850_4190,N24001,438.4819876
PU1_3850_4190,N24023,30625.97375
PU1_3940_3970,N24001,35885.2617
PU1_3940_3970,N24023,11806.68333
PU1_4190_4300,N24023,35953.79742
PU1_4300_4440,N24023,7073.707095
PU1_4760_4451,H54023,1774.861992
PU1_4760_4451,H54057,129.5679991
PU1_4760_4451,N54023,4385.154081
PU1_4840_4760,H54023,30001.6422
PU1_4840_4760,N54023,1350.603019
PU1_5380_5050,L54023,4793.5991
PU1_5380_5050,L54071,6930.386838
PU1_5380_5050,N54023,7554.894004
PU1_5380_5050,N54071,9655.486373
PU1_5520_5210,H54071,25088.989
PU1_5520_5210,N54071,18233.46822
PU1_5820_5380,H54071,464.5669814
PU1_5820_5380,L54071,3337.821891
PU1_5820_5380,N54071,8882.91199
PU2_2790_3290,N42001,14192.11525
PU2_2790_3290,N42041,1513.410826
PU2_2790_3290,N42055,163489.2337
PU2_2840_3080,N24043,1068.82903
PU2_2840_3080,N42055,1932.535991
PU2_2840_3080,N42057,98586.65669
PU2_3080_3640,N24043,16363.67643
PU2_3080_3640,N42055,18250.82202
PU2_3090_4050,N24043,107002.2789
PU2_3090_4050,N42055,12547.14345
PU2_3140_3680,N24001,3481.125115
PU2_3140_3680,N42009,46377.72406
PU2_3140_3680,N42111,71307.14495
PU2_3180_3370,N24001,1422.844935
PU2_3180_3370,N42009,41083.75671
PU2_3370_4020,N24001,42039.38622
PU2_3370_4020,N42009,15910.97857
PU2_3630_3590,N51069,12934.09288
PU2_3630_3590,N54003,10600.21771
PU2_3630_3590,N54065,69127.86436
PU2_3770_3600,N51069,107379.1312
PU2_3770_3600,N54003,66700.01689
PU2_3770_3600,N54065,1308.906838
PU2_3900_3750,N54003,41674.91047
PU2_3900_3750,N54037,790.5390239
PU2_4050_4180,N24043,6918.584903
PU2_4160_3930,N54057,40725.17961
PU2_4220_3900,N51043,16327.57749
PU2_4220_3900,N51069,38176.07392
PU2_4220_3900,N51840,5018.193929
PU2_4220_3900,N54003,53087.48211
PU2_4220_3900,N54037,27556.34878
PU2_4340_3860,H54031,5044.318954
PU2_4340_3860,N54027,101057.9357
PU2_4340_3860,N54031,25667.33332
PU2_4360_4160,H54023,971.9429428
PU2_4360_4160,L54023,21356.31205
PU2_4360_4160,N54023,39810.113
PU2_4360_4160,N54057,77433.67174
PU2_4720_4750,H24023,21277.66213
PU2_4720_4750,H54023,19475.92783
PU2_4720_4750,N24023,4406.528894
PU2_4720_4750,N54077,1041.252022
PU2_4720_4750,N54093,656.2120025
PU2_4730_4220,N51043,5666.097345
PU2_4730_4220,N51069,30770.65688
PU2_4730_4220,N51840,903.5900337
PU2_4750_4451,H54023,6246.177001
PU2_4750_4451,N24023,1413.763
PU2_5190_4310,H54031,1624.969001
PU2_5190_4310,L54031,4353.72116
PU2_5190_4310,L54071,24708.51493
PU2_5190_4310,N54031,54609.71059
PU2_5190_4310,N54071,27553.50343
PU2_5700_5210,H54071,32209.91135
PU2_5700_5210,N51091,24125.72423
PU2_5700_5210,N54071,53314.61519
PU2_6050_5190,L54071,6013.294792
PU2_6050_5190,N51091,7097.651237
PU2_6050_5190,N54071,58761.15417
PU3_2510_3290,N24043,270.1929948
PU3_2510_3290,N42055,126324.7021
PU3_2510_3290,N42099,611.3630477
PU3_3290_3390,N24043,2120.657946
PU3_3290_3390,N42055,12899.42197
PU3_3390_3730,N24043,39836.01564
PU3_3390_3730,N42055,2280.163085
PU3_3680_3890,N24001,35329.34608
PU3_3680_3890,N42111,5705.487794
PU3_3860_3610,N54027,17338.96212
PU3_3860_3610,N54065,21400.10297
PU3_4280_3860,H54031,12877.76183
PU3_4280_3860,N54027,93425.51908
PU3_4280_3860,N54031,158937.5301
PU3_4450_4440,H54057,1519.326941
PU3_4450_4440,N24023,9052.252907
PU3_4450_4440,N54057,5223.13613
PU3_4451_4450,H24023,2152.459019
PU3_4451_4450,H54023,3228.379681
PU3_4451_4450,H54057,24246.58249
PU3_4451_4450,N24023,28920.31596
PU3_4451_4450,N54023,13690.29114
PU3_4451_4450,N54057,4242.819961
PU3_5210_5050,H54023,2860.106935
PU3_5210_5050,H54071,816.6579727
PU3_5210_5050,L54023,1034.459997
PU3_5210_5050,N54023,26265.57471
PU3_5210_5050,N54071,19015.61033
PU4_3780_3930,N24001,11378.72439
PU4_3780_3930,N54057,4945.244137
PU4_3890_3990,N24001,1260.488031
PU4_3890_3990,N54057,295.4050083
PU4_3970_3890,H54057,4904.877931
PU4_3970_3890,N24001,35604.81106
PU4_3970_3890,N54023,9172.741837
PU4_3970_3890,N54057,38620.41485
PU4_3990_3780,N24001,1077.043059
PU4_3990_3780,N54057,570.1259636
PU4_4210_4170,N54027,12392.44896
PU4_4310_4210,H54031,6452.410122
PU4_4310_4210,L54031,21075.43503
PU4_4310_4210,N54027,102966.8531
PU4_4310_4210,N54031,44238.04786
PU4_4440_3970,H54057,244.4700167
PU4_4440_3970,N24001,403.3200127
PU4_4440_3970,N54057,1472.599007
PU4_5050_4310,H54023,4384.069096
PU4_5050_4310,L54023,65270.72634
PU4_5050_4310,L54031,13365.55428
PU4_5050_4310,L54071,14410.10915
PU4_5050_4310,N54023,43413.75193
PU4_5050_4310,N54031,15169.02042
PU4_5050_4310,N54071,4336.670983
PU5_3930_4170,N24001,23876.76051
PU5_3930_4170,N54027,10123.03506
PU5_3930_4170,N54057,6123.967484
PU5_4170_4020,N24001,1270.144972
PU5_4170_4020,N54027,1053.547978
PU6_3440_3590,N24043,6432.056989
PU6_3440_3590,N42057,1730.430035
PU6_3440_3590,N54065,3420.65902
PU6_3530_3440,N24043,969.2699892
PU6_3530_3440,N54065,9831.693753
PU6_3590_3640,N24043,1336.864004
PU6_3590_3640,N54065,765.7379762
PU6_3600_3602,N24043,8009.496144
PU6_3600_3602,N54003,13736.06567
PU6_3602_3730,N24043,4875.481981
PU6_3602_3730,N54003,3535.712869
PU6_3610_3530,N24043,5717.222769
PU6_3610_3530,N54065,7874.032617
PU6_3640_3600,N24043,5490.921921
PU6_3640_3600,N54003,2181.914175
PU6_3640_3600,N54065,6962.87724
PU6_3690_3610,N24043,5981.776914
PU6_3690_3610,N54065,7933.113709
PU6_3730_3750,N24043,6628.969175
PU6_3730_3750,N54003,8289.563603
PU6_3750_3752,N24043,8557.787899
PU6_3750_3752,N54003,5987.948427
PU6_3750_3752,N54037,9589.137779
PU6_3752_4080,N24043,5843.980323
PU6_3752_4080,N54037,3816.886026
PU6_3870_3690,N24001,11135.5508
PU6_3870_3690,N54027,752.0319841
PU6_3870_3690,N54065,18058.32046
PU6_4020_3870,N24001,8479.968366
PU6_4020_3870,N54027,73440.25292
PU6_4020_3870,N54065,267.5719946
PU6_4080_4180,N24043,2315.915986
PU6_4080_4180,N54037,3937.764912
PU6_4180_4150,N24043,8006.036101
PU6_4180_4150,N54037,23655.7692
RL0_6450_0000,N51103,9881.436858
RL0_6450_0000,N51133,58040.90348
RL0_6451_0000,N51103,29.47999997
RL0_6500_0000,N51057,4684.76888
RL0_6500_0000,N51103,16510.19346
RL0_6500_0000,N51119,30321.06872
RL0_6500_0000,N51159,22712.89004
RL0_6501_0000,N51057,7127.694974
RL0_6501_0000,N51133,591.2199709
RL0_6501_0000,N51159,45210.11825
RL0_6501_0000,N51193,2266.114041
RL0_6530_0000,N51103,48757.06329
RL0_6530_0000,N51133,158.8399995
RL0_6531_0000,N51103,7602.709103
RL0_6531_0000,N51119,13607.42265
RL0_6540_0001,N51057,17617.7204
RL1_6180_0001,N51159,10110.1073
RL1_6180_0001,N51193,18429.66994
RL1_6322_0000,N51159,15363.49189
RL1_6322_0000,N51193,1975.600991
RL5_6070_0000,N51033,71637.61866
RL5_6070_0000,N51057,20103.17721
RL5_6070_0000,N51099,41040.54465
RL5_6070_0000,N51177,33499.17022
RL5_6070_0000,N51179,27577.61725
RL5_6070_0000,N51193,7500.022146
RL5_6070_0000,N51630,6351.351925
RL5_6071_0000,N51057,34567.71432
RL5_6071_0000,N51159,8380.949073
RL5_6071_0000,N51193,9232.799091
RL5_6072_0000,N51057,1330.326966
RL5_6072_0000,N51159,3462.552019
RL5_6320_0000,N51057,16275.55466
RL5_6321_0000,N51057,37798.56112
RL5_6321_0000,N51159,10498.17607
RU2_5220_5640,H51157,4801.230081
RU2_5220_5640,L51157,18972.22874
RU2_5220_5640,N51047,12623.86409
RU2_5220_5640,N51061,110906.2617
RU2_5220_5640,N51157,16378.70121
RU2_5220_5640,N51187,317.7829836
RU2_5500_5610,H51157,28823.22247
RU2_5500_5610,L51157,16219.14424
RU2_5500_5610,N51047,4214.187885
RU2_5500_5610,N51157,50977.05999
RU2_5810_5610,H51113,10034.89193
RU2_5810_5610,H51157,6599.892665
RU2_5810_5610,N51047,25225.84036
RU2_5810_5610,N51113,10550.83615
RU2_5810_5610,N51157,27488.13222
RU2_5940_6200,H51113,12506.13776
RU2_5940_6200,N51047,11682.92775
RU2_5940_6200,N51113,90750.44253
RU2_6090_6220,H51079,13148.77948
RU2_6090_6220,H51113,15808.79448
RU2_6090_6220,L51079,6203.121216
RU2_6090_6220,N51079,12283.67787
RU2_6090_6220,N51113,25852.80351
RU2_6200_6170,N51047,221.2839943
RU2_6200_6170,N51113,9253.425648
RU2_6220_6170,L51079,9147.233619
RU2_6220_6170,N51003,2914.311209
RU2_6220_6170,N51113,31241.21137
RU2_6220_6170,N51137,40621.18366
RU3_5610_5640,L51157,635.9119851
RU3_5610_5640,N51047,43342.76122
RU3_6170_6040,N51047,6192.108079
RU3_6170_6040,N51137,11181.13224
RU4_5640_6030,N51047,80624.71576
RU4_5640_6030,N51061,70550.24354
RU4_5640_6030,N51179,13193.43806
RU4_6040_6030,N51047,60699.22075
RU4_6040_6030,N51137,70837.98022
RU4_6040_6030,N51177,13520.46231
RU5_6030_0001,N51177,13108.08987
RU5_6030_0001,N51179,11373.23633
RU5_6030_0001,N51630,371.5729964
SJ1_2280_2450,N42061,37174.38857
SJ1_2280_2450,N42067,9255.869941
SJ2_1900_1930,N42027,2502.039178
SJ2_1900_1930,N42087,117665.2455
SJ2_1900_1930,N42109,2273.673061
SJ2_2110_2170,N42067,23947.9521
SJ2_2110_2170,N42087,5322.28815
SJ2_2150_2130,N42067,173.2350012
SJ2_2150_2130,N42099,46983.25741
SJ2_2500_2450,N42061,8167.2676
SJ2_2530_2820,H42013,5404.833761
SJ2_2530_2820,N42009,103573.9913
SJ2_2530_2820,N42021,793.874957
SJ2_2570_2660,N42009,59251.30947
SJ2_2570_2660,N42013,2202.241032
SJ2_2580_2500,N42009,147.3489972
SJ2_2580_2500,N42057,66821.01686
SJ2_2580_2500,N42061,63553.3957
SJ2_2820_2740,N42009,15887.74886
SJ2_2900_2740,N42009,85519.1064
SJ2_2900_2740,N42111,17590.42033
SJ3_1980_2060,N42027,38140.24386
SJ3_1980_2060,N42061,39990.59074
SJ3_2040_1980,H42013,5513.395644
SJ3_2040_1980,N42013,104860.1953
SJ3_2040_1980,N42021,4632.332963
SJ3_2040_1980,N42027,15075.84356
SJ3_2040_1980,N42061,11183.65976
SJ3_2160_2170,N42055,15323.19208
SJ3_2160_2170,N42061,24883.78511
SJ3_2160_2170,N42067,82635.22459
SJ3_2160_2170,N42099,13563.89056
SJ3_2170_1970,N42067,7085.692836
SJ3_2230_2060,N42009,1817.411083
SJ3_2230_2060,N42013,46535.71824
SJ3_2230_2060,N42061,19714.67788
SJ3_2250_2230,H42013,26470.24358
SJ3_2250_2230,N42009,12227.53019
SJ3_2250_2230,N42013,144949.0211
SJ3_2250_2230,N42021,1602.081961
SJ3_2450_2120,N42061,21719.13801
SJ4_2010_2210,N42027,4306.523807
SJ4_2010_2210,N42061,107167.8187
SJ4_2060_2010,N42061,50187.75646
SJ4_2340_2210,N42061,2051.151049
SJ4_2360_2340,N42009,12569.79686
SJ4_2360_2340,N42057,2285.476056
SJ4_2360_2340,N42061,118923.8658
SJ4_2660_2360,N42009,16420.62712
SJ4_2660_2360,N42061,915.0060117
SJ4_2740_2660,N42009,149493.4142
SJ4_2740_2660,N42057,22745.3435
SJ5_2120_1930,N42061,3602.347885
SJ5_2120_1930,N42087,81138.397
SJ5_2210_2320,N42061,35792.76581
SJ5_2210_2320,N42087,2866.85214
SJ5_2320_2120,N42061,23936.55824
SJ5_2320_2120,N42087,7940.640356
SJ6_1930_1970,N42067,43516.1491
SJ6_1930_1970,N42087,39054.14784
SJ6_1930_1970,N42109,4023.43788
SJ6_1970_2130,N42067,66795.48342
SJ6_1970_2130,N42099,34374.87172
SJ6_1970_2130,N42109,2577.864885
SJ6_2130_2050,N42099,33553.35307
SL0_2180_2220,N42075,46344.80205
SL0_2220_2140,N42075,2796.837853
SL0_2721_2720,N24025,25379.59478
SL0_2721_2720,N42133,379.3930092
SL0_2831_2830,N24013,146.6069943
SL0_2831_2830,N42133,15085.78106
SL1_1700_1780,N42097,52623.79452
SL1_1730_1700,N42037,4108.975077
SL1_1730_1700,N42097,30755.82228
SL1_1790_1840,N42087,1920.599998
SL1_1790_1840,N42109,109215.3266
SL1_1790_1840,N42119,532.1659958
SL1_2000_2090,N42011,37682.78133
SL1_2000_2090,N42075,25796.83583
SL1_2190_2350,N42011,2978.830078
SL1_2190_2350,N42071,70565.89222
SL1_2190_2350,N42075,16107.17867
SL1_2390_2420,N42071,36091.02813
SL1_2670_2370,N42041,18569.96086
SL1_2670_2370,N42055,10739.26943
SL1_2760_2730,N42133,13390.80861
SL1_2770_2730,N42133,74763.11815
SL1_2830_2760,N42133,31990.45773
SL2_1670_1880,N42037,2923.602987
SL2_1670_1880,N42097,52957.39154
SL2_1670_1880,N42107,44665.16665
SL2_1810_2030,N42043,18221.21318
SL2_1810_2030,N42097,23587.37681
SL2_1810_2030,N42107,63548.14273
SL2_1850_1990,N42107,74208.58363
SL2_1990_2070,N42075,17559.29228
SL2_1990_2070,N42107,15417.99078
SL2_2070_2090,N42011,519.1620068
SL2_2070_2090,N42075,15238.81251
SL2_2200_2350,N42011,15691.06605
SL2_2200_2350,N42029,1302.788034
SL2_2200_2350,N42071,72802.39799
SL2_2300_2520,N42071,75779.63957
SL2_2300_2520,N42075,4893.855912
SL2_2410_2700,N42029,4824.926732
SL2_2410_2700,N42071,94276.68764
SL2_2480_0001,N24015,22178.74738
SL2_2480_0001,N42029,44986.40974
SL2_2480_0001,N42071,67412.74372
SL2_2540_2370,N42041,569.9520356
SL2_2540_2370,N42055,67090.52002
SL2_2540_2370,N42099,1092.061977
SL2_2750_2720,N24025,1000.776968
SL2_2750_2720,N42133,87595.03971
SL2_2910_3060,N24005,7193.727069
SL2_2910_3060,N24025,37003.84073
SL2_2910_3060,N42133,16190.36447
SL2_3060_0001,N24025,49023.79074
SL3_1710_1740,H42027,25178.88251
SL3_1710_1740,H42119,1766.159096
SL3_1710_1740,N42027,111198.3647
SL3_1710_1740,N42061,161.1210089
SL3_1710_1740,N42087,9507.866808
SL3_1710_1740,N42109,2211.343994
SL3_1710_1740,N42119,45658.21158
SL3_1740_1840,N42109,34474.73503
SL3_1740_1840,N42119,10984.29205
SL3_1840_1880,N42109,1457.550071
SL3_1960_2080,H42043,11123.31451
SL3_1960_2080,N42043,54193.35842
SL3_1960_2080,N42107,9129.879673
SL3_2260_2050,N42043,197.6320067
SL3_2260_2050,N42099,44012.43037
SL3_2290_2260,N42055,430.2349895
SL3_2290_2260,N42099,131777.501
SL3_2350_2470,N42071,25367.93969
SL3_2400_2440,N42001,3862.402039
SL3_2400_2440,N42041,109175.694
SL3_2400_2440,N42133,24532.22452
SL3_2420_2700,N42071,55872.78596
SL3_2440_2380,N42041,797.9520075
SL3_2440_2380,N42133,2622.254943
SL3_2460_2430,N24013,3334.586047
SL3_2460_2430,N42001,167879.6559
SL3_2460_2430,N42041,1790.915056
SL3_2460_2430,N42133,157049.374
SL3_2470_2420,N42071,7093.745884
SL3_2550_2490,N42133,36184.88963
SL3_2730_2550,N42133,6129.621044
SL4_2090_2100,N42075,21223.60564
SL4_2100_2140,N42075,12133.10401
SL4_2140_2240,N42043,29329.88365
SL4_2140_2240,N42075,10304.68198
SL4_2240_2310,N42043,53447.93466
SL4_2240_2310,N42075,4129.992202
SL4_2330_2270,N42041,34893.0623
SL4_2370_2330,N42041,179826.7879
SL4_2370_2330,N42055,9642.497187
SL4_2370_2330,N42099,128.1479954
SL8_1760_1780,N42097,1238.45397
SL8_1760_1780,N42109,5225.138177
SL8_1760_1780,N42119,205.3290061
SL8_1780_1880,N42097,15505.14255
SL8_1780_1880,N42109,458.929988
SL8_1880_2030,N42043,195.3639964
SL8_1880_2030,N42067,17945.4951
SL8_1880_2030,N42097,16386.8403
SL8_1880_2030,N42099,453.1069976
SL8_1880_2030,N42109,50254.40677
SL8_2030_2080,N42043,6908.691007
SL8_2030_2080,N42067,492.5790085
SL8_2030_2080,N42099,15386.52331
SL8_2080_2050,H42043,4697.194095
SL8_2080_2050,N42043,56136.09165
SL8_2080_2050,N42099,13486.75395
SL9_2050_2270,H42043,14516.58967
SL9_2050_2270,N42041,2335.242985
SL9_2050_2270,N42043,50396.55169
SL9_2050_2270,N42075,8326.454876
SL9_2050_2270,N42099,20116.61459
SL9_2270_2380,N42041,2717.217095
SL9_2270_2380,N42043,27513.99581
SL9_2310_2430,N42043,18691.84179
SL9_2310_2430,N42071,7824.733831
SL9_2310_2430,N42075,12454.20814
SL9_2310_2430,N42133,14062.79023
SL9_2380_2310,N42043,11662.84631
SL9_2380_2310,N42133,3780.363863
SL9_2430_2490,N42071,18703.69912
SL9_2430_2490,N42133,5293.685114
SL9_2490_2520,N42071,8970.685531
SL9_2490_2520,N42133,3332.772194
SL9_2520_2700,N42071,21025.61361
SL9_2520_2700,N42133,52049.38295
SL9_2700_2720,N42071,10506.93186
SL9_2700_2720,N42133,21509.76829
SL9_2720_0001,N24015,6248.663149
SL9_2720_0001,N24025,8327.943934
SL9_2720_0001,N42071,55221.16737
SL9_2720_0001,N42133,9760.683549
SL9_2970_0000,N24015,7148.319847
SL9_2970_0000,N24025,6938.066958
SL9_2971_0000,N24015,2359.57602
SL9_2971_0000,N24025,1368.967049
SU1_0050_0090,N36017,1143.879031
SU1_0050_0090,N36053,27497.36959
SU1_0050_0090,N36065,10952.28916
SU1_0060_0190,N36043,200.3060051
SU1_0060_0190,N36077,59449.77467
SU1_0080_0210,N36077,38284.19096
SU1_0200_0270,N36017,39493.43319
SU1_0330_0560,N36023,18733.77103
SU1_0330_0560,N36107,44965.38624
SU1_0330_0560,N36109,917.6250072
SU1_0380_0400,N36017,6038.698939
SU1_0380_0400,N36025,19593.62739
SU1_0390_0560,N36107,33567.05753
SU1_0390_0560,N36109,15975.88159
SU1_0410_0480,N36007,3131.270073
SU1_0410_0480,N36017,13056.60321
SU1_0660_0710,H42115,3582.811128
SU1_0660_0710,N42115,65640.88157
SU1_0820_0740,N36101,4523.798645
SU1_0820_0740,N42105,29130.09565
SU1_0820_0740,N42117,23871.96766
SU1_0840_0831,N42117,68765.64262
SU1_0940_0900,N42015,49832.30334
SU1_0940_0900,N42081,381.6649819
SU1_0940_0900,N42113,2785.428922
SU1_1480_1500,N42037,2059.374021
SU1_1480_1500,N42079,36737.97141
SU1_1480_1500,N42107,912.7570481
SU1_1630_1610,N42037,49855.55005
SU1_1630_1610,N42093,1599.14095
SU1_1630_1610,N42097,4751.438174
SU2_0020_0140,N36043,16213.06954
SU2_0020_0140,N36077,49384.14942
SU2_0030_0140,N36043,9060.657075
SU2_0030_0140,N36077,50654.60145
SU2_0040_0180,N36077,58613.14694
SU2_0070_0090,N36017,1664.951075
SU2_0070_0090,N36053,71942.45056
SU2_0100_0230,N36025,241.3229963
SU2_0100_0230,N36077,76164.00094
SU2_0110_0240,N36017,51934.64331
SU2_0110_0240,N36023,17463.50059
SU2_0110_0240,N36053,24678.79831
SU2_0120_0260,N36023,75637.14798
SU2_0120_0260,N36053,21507.41943
SU2_0120_0260,N36067,26691.40408
SU2_0130_0250,N36077,69907.2952
SU2_0150_0220,N36025,65893.21021
SU2_0150_0220,N36077,20276.82102
SU2_0150_0220,N36095,26209.09957
SU2_0160_0260,N36023,57018.12004
SU2_0160_0260,N36067,9332.974612
SU2_0160_0260,N36109,104.7229994
SU2_0210_0300,N36077,45133.17304
