riverseg, landseg, area (acres) ***
PL2_4945_0000,N11001,12803.29457
PL2_4970_5250,N51059,52677.8197
PL2_4970_5250,N51061,732.6916836
PL2_4970_5250,N51107,18128.9967
PL2_4970_5250,N51153,48455.91555
PL2_4970_5250,N51600,195.0097048
PL2_4970_5250,N51683,2730.162423
PL2_4970_5250,N51685,1622.251874
PL2_5140_5360,N51061,5980.67325
PL2_5140_5360,N51153,31418.14125
PL2_5140_5360,N51683,3349.706313
PL2_5300_5630,N24017,46686.34021
PL2_5300_5630,N24033,4656.986422
PL2_5470_5360,N51061,35530.62964
PL2_5470_5360,N51153,30233.3248
PL2_5630_0001,N24017,4864.573608
PL2_5800_0000,N24017,4116.656958
PL3_5250_0001,N51059,12849.37794
PL3_5250_0001,N51153,9616.051154
PL3_5360_5250,N51153,18110.85258
PL3_5360_5250,N51683,280.4685352
PL7_4910_0000,N11001,2405.852008
PL7_4911_0000,N51013,4607.678492
PL7_4911_0000,N51059,6384.576922
PL7_4940_0000,N11001,1255.765282
PL7_4941_0000,N51013,3244.799414
PL7_4941_0000,N11001,197.1149408
PL7_4942_0000,N11001,165.9788407
PL7_4960_0000,N24033,6881.242503
PL7_4960_0000,N11001,3661.221752
PL7_4962_0000,N51013,8328.343322
PL7_4962_0000,N51059,1277.003069
PL7_4962_0000,N51610,415.2969745
PL7_4962_0000,N51510,1698.012492
PL7_4963_0000,N51510,253.6649776
PL7_4964_0000,N51013,477.7424121
PL7_4965_0000,N51510,790.9880297
PL7_4980_0000,N51510,390.8887622
PL7_4980_0000,N24033,5956.313466
PL7_4981_0000,N51059,18976.90464
PL7_4982_0000,N51059,590.9901089
PL7_4983_0000,N51059,424.8628768
PL7_4984_0000,N51059,90.50070715
PM0_4640_4820,N24031,16425.83982
PM1_3120_3400,N24013,68969.72457
PM1_3450_3400,N24013,35814.5659
PM1_3450_3400,N24021,17511.05793
PM1_3510_4000,N24021,33453.52315
PM1_3510_4000,H24021,9537.649757
PM1_3710_4040,N24013,5376.842347
PM1_3710_4040,N24021,51607.52068
PM1_4000_4290,N24021,33981.15493
PM1_4250_4500,N24031,65163.82767
PM1_4430_4200,N51107,59210.75019
PM1_4500_4580,N24031,17575.57538
PM2_2860_3040,N24013,5482.40605
PM2_2860_3040,N24021,1834.011585
PM2_2860_3040,N42001,103161.9525
PM2_3400_3340,N24013,721.298167
PM2_3400_3340,N24021,373.308896
PM2_4860_4670,N51061,62837.25014
PM2_4860_4670,N51107,14628.41416
PM3_3040_3340,N24013,21591.69055
PM3_3040_3340,N24021,27285.25256
PM3_3040_3340,H24021,2076.132337
PM3_3040_3340,N42001,41469.97425
PM3_3040_3340,N42055,1185.525227
PM3_4660_4620,N51107,34800.58069
PM3_4670_4660,N51061,33340.79683
PM3_4670_4660,N51107,101443.9411
PM4_3340_3341,N24021,77109.44637
PM4_3340_3341,H24021,21054.02585
PM4_3341_4040,N24021,39344.60481
PM4_4040_4410,N24021,78328.63628
PM4_4040_4410,N24031,20151.14663
PM7_4150_4290,N24021,11606.6375
PM7_4150_4290,N24043,9917.59658
PM7_4150_4290,N51107,21946.08676
PM7_4200_4410,N24021,19017.75534
PM7_4200_4410,N51107,7261.861458
PM7_4290_4200,N24021,2554.142014
PM7_4290_4200,N51107,1835.161958
PM7_4410_4620,N24021,447.2736507
PM7_4410_4620,N51107,20007.00323
PM7_4410_4620,N24031,30310.09217
PM7_4580_4820,N51059,55554.59523
PM7_4580_4820,N51600,136.2315951
PM7_4580_4820,N24031,38655.67166
PM7_4620_4580,N51059,15203.2168
PM7_4620_4580,N51107,54265.83757
PM7_4620_4580,N24031,13017.71745
PM7_4820_0001,N51059,875.4546947
PM7_4820_0001,N24031,4775.319563
PM7_4820_0001,N11001,1311.867101
PS0_6150_6160,N51165,444.1747451
PS0_6150_6160,N51660,6838.544084
PS0_6160_6161,N51165,17256.90502
PS0_6160_6161,N51660,3757.546953
PS1_4790_4830,N51069,37811.77795
PS1_4790_4830,N51171,27427.54348
PS1_4830_5080,N51069,19113.59794
PS1_4830_5080,N51171,15206.54332
PS1_4830_5080,N51187,1056.931191
PS2_5550_5560,N51165,115799.4208
PS2_5550_5560,H51165,5950.722035
PS2_5550_5560,N51171,1598.467601
PS2_5550_5560,N54031,10688.45674
PS2_5560_5100,N51165,122559.3278
PS2_5560_5100,N51171,67899.8389
PS2_5560_5100,N51660,588.5304436
PS2_6420_6360,N51015,6754.588607
PS2_6420_6360,H51015,209.897974
PS2_6420_6360,N51165,5907.25725
PS2_6420_6360,H51165,1624.905336
PS2_6490_6420,N51015,24452.09361
PS2_6490_6420,H51015,14297.40458
PS2_6490_6420,H51165,503.0347035
PS2_6490_6420,N51820,1512.922942
PS2_6660_6490,N51015,1527.08939
PS2_6660_6490,H51015,4952.826259
PS2_6660_6490,N51820,7157.42191
PS2_6730_6660,N51015,54180.08554
PS2_6730_6660,H51015,26043.2042
PS2_6730_6660,N51820,1058.169336
PS3_5100_5080,N51171,168253.8911
PS3_5100_5080,N51187,878.0866028
PS3_5990_6161,N51015,64243.41137
PS3_5990_6161,L51015,21235.51464
PS3_5990_6161,N51165,108044.705
PS3_5990_6161,H51165,12937.55563
PS3_6161_6280,N51165,5763.762986
PS3_6280_6230,L51015,19800.54457
PS3_6280_6230,N51165,8404.48556
PS3_6460_6230,N51015,187238.0906
PS3_6460_6230,L51015,39182.68009
PS3_6460_6230,N51790,12822.47554
PS4_5080_4380,N51069,1160.738974
PS4_5080_4380,N51139,6205.872662
PS4_5080_4380,N51171,47405.20245
PS4_5080_4380,N51187,12031.90705
PS4_5840_5240,N51139,67293.19505
PS4_5840_5240,H51139,12094.99982
PS4_5840_5240,N51165,86521.04009
PS4_5840_5240,H51165,24092.91552
PS4_6230_6360,N51165,16327.05284
PS4_6360_5840,N51165,9320.773938
PS4_6360_5840,H51165,4690.099979
PS5_4370_4150,N54037,14293.03805
PS5_4380_4370,N51043,92158.11307
PS5_4380_4370,N51061,258.4550344
PS5_4380_4370,N51069,18577.28301
PS5_4380_4370,N51187,48218.12993
PS5_4380_4370,N54037,51829.69698
PS5_5200_4380,N51187,23979.68535
PS5_5240_5200,N51139,99410.46494
PS5_5240_5200,H51139,16003.69948
PS5_5240_5200,N51187,52231.42896
PU0_3000_3090,N24043,4806.668047
PU0_3000_3090,N42001,3377.1876
PU0_3000_3090,N42055,51612.14842
PU0_3601_3602,N24043,10735.15802
PU0_3601_3602,N42055,854.8222627
PU0_3611_3530,N24043,9880.966882
PU0_3611_3530,N42057,6215.544625
PU0_3751_3752,N24043,13459.97269
PU0_3871_3690,N24001,32024.62166
PU0_3871_3690,N42009,7642.50904
PU0_5620_5380,N54023,307.5411495
PU0_5620_5380,N54071,35443.76266
PU0_5620_5380,H54071,1333.958071
PU0_5620_5380,L54071,19215.9707
PU0_6080_5620,N51091,37884.50363
PU0_6080_5620,N54071,65123.81604
PU0_6080_5620,H54071,10915.01783
PU0_6080_5620,L54071,949.3082505
PU1_3030_3440,N24043,1328.02593
PU1_3030_3440,N42057,71581.68956
PU1_3100_3690,N24001,10098.40366
PU1_3100_3690,N24043,5223.13384
PU1_3100_3690,N42009,41065.48797
PU1_3100_3690,N42057,10389.20789
PU1_3170_3580,N42009,34993.3973
PU1_3580_3780,N24001,19947.34739
PU1_3580_3780,N42009,5522.684663
PU1_3850_4190,N24001,438.4823949
PU1_3850_4190,N24023,30625.97319
PU1_3940_3970,N24001,35885.26183
PU1_3940_3970,N24023,11806.68313
PU1_4190_4300,N24023,35953.79714
PU1_4300_4440,N24023,7074.277121
PU1_4760_4450,N54023,4385.182102
PU1_4760_4450,H54023,1774.862007
PU1_4760_4450,H54057,129.5680231
PU1_4840_4760,N54023,1350.78771
PU1_4840_4760,H54023,30001.64706
PU1_5380_5050,N54023,7555.214176
PU1_5380_5050,L54023,4793.599263
PU1_5380_5050,N54071,9655.651984
PU1_5380_5050,L54071,6930.387374
PU1_5520_5210,N54071,18233.80567
PU1_5520_5210,H54071,25088.99009
PU1_5820_5380,N54071,8883.488593
PU1_5820_5380,H54071,464.5675145
PU1_5820_5380,L54071,3338.077982
PU2_2790_3290,N42001,14192.67702
PU2_2790_3290,N42041,1513.410947
PU2_2790_3290,N42055,163489.4528
PU2_2840_3080,N24043,1068.959621
PU2_2840_3080,N42055,1932.778915
PU2_2840_3080,N42057,98586.65951
PU2_3080_3640,N24043,16364.07923
PU2_3080_3640,N42055,18250.82189
PU2_3090_4050,N24043,107002.2793
PU2_3090_4050,N42055,12547.17309
PU2_3140_3680,N24001,3481.125298
PU2_3140_3680,N42009,46377.72511
PU2_3140_3680,N42111,71307.14301
PU2_3180_3370,N24001,1422.845266
PU2_3180_3370,N42009,41083.87713
PU2_3370_4020,N24001,42039.38528
PU2_3370_4020,N42009,15911.17901
PU2_3630_3590,N51069,12934.09245
PU2_3630_3590,N54003,10600.25882
PU2_3630_3590,N54065,69128.88216
PU2_3770_3600,N51069,107379.1878
PU2_3770_3600,N54003,66700.85611
PU2_3770_3600,N54065,1308.907312
PU2_3900_3750,N54003,41675.83409
PU2_3900_3750,N54037,790.7078118
PU2_4050_4180,N24043,6918.585273
PU2_4160_3930,N54057,40725.1791
PU2_4220_3900,N51043,16327.66072
PU2_4220_3900,N51069,38176.07609
PU2_4220_3900,N51840,5018.499467
PU2_4220_3900,N54003,53087.48364
PU2_4220_3900,N54037,27556.35047
PU2_4340_3860,N54027,101057.934
PU2_4340_3860,N54031,25667.90917
PU2_4340_3860,H54031,5044.319373
PU2_4360_4160,N54023,39810.11293
PU2_4360_4160,H54023,971.9426984
PU2_4360_4160,L54023,21357.11073
PU2_4360_4160,N54057,77434.29826
PU2_4720_4750,N24023,4406.74226
PU2_4720_4750,H24023,21277.66272
PU2_4720_4750,H54023,19475.92769
PU2_4720_4750,N54077,1041.36094
PU2_4720_4750,N54093,656.4655155
PU2_4730_4220,N51043,5666.097267
PU2_4730_4220,N51069,30771.63168
PU2_4730_4220,N51840,903.8039282
PU2_4750_4450,N24023,1414.173961
PU2_4750_4450,H54023,6246.732864
PU2_5190_4310,N54031,54609.95072
PU2_5190_4310,H54031,1624.969368
PU2_5190_4310,L54031,4353.720569
PU2_5190_4310,N54071,27553.50335
PU2_5190_4310,L54071,24708.833
PU2_5700_5210,N51091,24125.72547
PU2_5700_5210,N54071,53314.61567
PU2_5700_5210,H54071,32211.49442
PU2_6050_5190,N51091,7097.651159
PU2_6050_5190,N54071,58762.32326
PU2_6050_5190,L54071,6013.295085
PU3_2510_3290,N24043,270.1930775
PU3_2510_3290,N42055,126326.6024
PU3_2510_3290,N42099,611.6752458
PU3_3290_3390,N24043,2120.996484
PU3_3290_3390,N42055,12899.42176
PU3_3390_3730,N24043,39836.19126
PU3_3390_3730,N42055,2280.415063
PU3_3680_3890,N24001,35330.92581
PU3_3680_3890,N42111,5705.498482
PU3_3860_3610,N54027,17338.96277
PU3_3860_3610,N54065,21400.51929
PU3_4280_3860,N54027,93426.02831
PU3_4280_3860,N54031,158937.6909
PU3_4280_3860,H54031,12877.91984
PU3_4450_4440,N24023,37972.85233
PU3_4450_4440,H24023,2152.612533
PU3_4450_4440,N54023,13690.2919
PU3_4450_4440,H54023,3228.59683
PU3_4450_4440,N54057,9466.384349
PU3_4450_4440,H54057,25766.27005
PU3_5210_5050,N54023,26265.90002
PU3_5210_5050,H54023,2860.107517
PU3_5210_5050,L54023,1034.460435
PU3_5210_5050,N54071,19015.61071
PU3_5210_5050,H54071,817.0240385
PU4_3780_3930,N24001,11379.50298
PU4_3780_3930,N54057,4945.492469
PU4_3890_3990,N24001,1260.48766
PU4_3890_3990,N54057,295.4047796
PU4_3970_3890,N24001,35604.81208
PU4_3970_3890,N54023,9173.002669
PU4_3970_3890,N54057,38620.4528
PU4_3970_3890,H54057,4904.878622
PU4_3990_3780,N24001,1077.043067
PU4_3990_3780,N54057,570.1261709
PU4_4210_4170,N54027,12392.47739
PU4_4310_4210,N54027,102966.8496
PU4_4310_4210,N54031,44238.09859
PU4_4310_4210,H54031,6452.956392
PU4_4310_4210,L54031,21075.43595
PU4_4440_3970,N24001,403.3198387
PU4_4440_3970,N54057,1472.854277
PU4_4440_3970,H54057,244.4698221
PU4_5050_4310,N54023,43413.75482
PU4_5050_4310,H54023,4384.068847
PU4_5050_4310,L54023,65270.92553
PU4_5050_4310,N54031,15169.51187
PU4_5050_4310,L54031,13365.89618
PU4_5050_4310,N54071,4336.851793
PU4_5050_4310,L54071,14410.10918
PU5_3930_4170,N24001,23876.79654
PU5_3930_4170,N54027,10123.23187
PU5_3930_4170,N54057,6123.968313
PU5_4170_4020,N24001,1270.31841
PU5_4170_4020,N54027,1053.547918
PU6_3440_3590,N24043,6432.056796
PU6_3440_3590,N42057,1730.429782
PU6_3440_3590,N54065,3420.659229
PU6_3530_3440,N24043,969.6776715
PU6_3530_3440,N54065,9831.692887
PU6_3590_3640,N24043,1336.917341
PU6_3590_3640,N54065,765.7378005
PU6_3600_3602,N24043,8009.63084
PU6_3600_3602,N54003,13736.06559
PU6_3602_3730,N24043,4875.481815
PU6_3602_3730,N54003,3535.712843
PU6_3610_3530,N24043,5717.227454
PU6_3610_3530,N54065,7874.032434
PU6_3640_3600,N24043,5490.921847
PU6_3640_3600,N54003,2182.161467
PU6_3640_3600,N54065,6962.877438
PU6_3690_3610,N24043,5981.777495
PU6_3690_3610,N54065,7933.357087
PU6_3730_3750,N24043,6628.968718
PU6_3730_3750,N54003,8290.146226
PU6_3750_3752,N24043,8557.788066
PU6_3750_3752,N54003,5987.948015
PU6_3750_3752,N54037,9589.137376
PU6_3752_4080,N24043,5843.980477
PU6_3752_4080,N54037,3817.097659
PU6_3870_3690,N24001,11135.55084
PU6_3870_3690,N54027,752.0320236
PU6_3870_3690,N54065,18058.55958
PU6_4020_3870,N24001,8479.967878
PU6_4020_3870,N54027,73440.58497
PU6_4020_3870,N54065,267.571747
PU6_4080_4180,N24043,2315.915817
PU6_4080_4180,N54037,3937.764958
PU6_4180_4150,N24043,8006.491119
PU6_4180_4150,N54037,23655.76718
RL0_6450_0000,N51103,10484.29504
RL0_6450_0000,N51133,60642.83163
RL0_6451_0000,N51103,29.56877969
RL0_6500_0000,N51057,4887.934066
RL0_6500_0000,N51103,17517.37656
RL0_6500_0000,N51119,31679.10198
RL0_6500_0000,N51159,23710.72705
RL0_6501_0000,N51057,7453.927557
RL0_6501_0000,N51133,591.219985
RL0_6501_0000,N51159,47116.50883
RL0_6501_0000,N51193,2266.113426
RL0_6530_0000,N51103,49807.76024
RL0_6530_0000,N51133,159.7975919
RL0_6531_0000,N51103,8015.706213
RL0_6531_0000,N51119,14000.37751
RL0_6540_0001,N51057,17682.52471
RL1_6180_0001,N51159,10110.86797
RL1_6180_0001,N51193,18429.90947
RL1_6322_0000,N51159,16676.1899
RL1_6322_0000,N51193,1975.804815
RL5_6070_0000,N51033,73416.77686
RL5_6070_0000,N51057,21718.59792
RL5_6070_0000,N51099,43044.81792
RL5_6070_0000,N51177,33557.99976
RL5_6070_0000,N51179,27752.43355
RL5_6070_0000,N51193,8244.071854
RL5_6070_0000,N51630,6355.10736
RL5_6071_0000,N51057,36768.48529
RL5_6071_0000,N51159,8736.369147
RL5_6071_0000,N51193,9688.383744
RL5_6072_0000,N51057,1584.14649
RL5_6072_0000,N51159,3965.738854
RL5_6320_0000,N51057,17337.39779
RL5_6321_0000,N51057,39501.2796
RL5_6321_0000,N51159,12448.88128
RU2_5220_5640,N51047,12623.86417
RU2_5220_5640,N51061,110907.5937
RU2_5220_5640,N51157,16378.70111
RU2_5220_5640,H51157,4802.065405
RU2_5220_5640,L51157,18972.22858
RU2_5220_5640,N51187,317.7825991
RU2_5500_5610,N51047,4214.487934
RU2_5500_5610,N51157,50977.05698
RU2_5500_5610,H51157,28823.22132
RU2_5500_5610,L51157,16219.40713
RU2_5810_5610,N51047,25225.87791
RU2_5810_5610,N51113,10550.83616
RU2_5810_5610,H51113,10035.18751
RU2_5810_5610,N51157,27488.13266
RU2_5810_5610,H51157,6599.892841
RU2_5940_6200,N51047,11682.92814
RU2_5940_6200,N51113,90750.80619
RU2_5940_6200,H51113,12506.25857
RU2_6090_6220,N51079,12284.04971
RU2_6090_6220,H51079,13148.78075
RU2_6090_6220,L51079,6203.141556
RU2_6090_6220,N51113,25852.90249
RU2_6090_6220,H51113,15808.79384
RU2_6200_6170,N51047,221.2835078
RU2_6200_6170,N51113,9253.425428
RU2_6220_6170,N51003,2914.336661
RU2_6220_6170,L51079,9147.233533
RU2_6220_6170,N51113,31241.59042
RU2_6220_6170,N51137,40621.266
RU3_5610_5640,N51047,43342.76176
RU3_5610_5640,L51157,635.911972
RU3_6170_6040,N51047,6192.108636
RU3_6170_6040,N51137,11181.45875
RU4_5640_6030,N51047,80624.71875
RU4_5640_6030,N51061,70550.66014
RU4_5640_6030,N51179,13193.43836
RU4_6040_6030,N51047,60699.73078
RU4_6040_6030,N51137,70837.9807
RU4_6040_6030,N51177,13520.59619
RU5_6030_0001,N51177,13108.26395
RU5_6030_0001,N51179,11373.23679
RU5_6030_0001,N51630,371.6896137
SJ1_2280_2450,N42061,37174.38758
SJ1_2280_2450,N42067,9255.931916
SJ2_1900_1930,N42027,2502.128507
SJ2_1900_1930,N42087,117666.2453
SJ2_1900_1930,N42109,2273.67281
SJ2_2110_2170,N42067,23948.08814
SJ2_2110_2170,N42087,5322.287556
SJ2_2150_2130,N42067,173.234885
SJ2_2150_2130,N42099,46984.21544
SJ2_2500_2450,N42061,8167.267019
SJ2_2530_2820,N42009,103574.3907
SJ2_2530_2820,H42013,5405.224689
SJ2_2530_2820,N42021,793.8752052
SJ2_2570_2660,N42009,59251.31013
SJ2_2570_2660,N42013,2202.24113
SJ2_2580_2500,N42009,147.3940725
SJ2_2580_2500,N42057,66821.01475
SJ2_2580_2500,N42061,63553.39302
SJ2_2820_2740,N42009,15887.7497
SJ2_2900_2740,N42009,85519.75264
SJ2_2900_2740,N42111,17591.08229
SJ3_1980_2060,N42027,38140.83306
SJ3_1980_2060,N42061,39990.59139
SJ3_2040_1980,N42013,104860.8375
SJ3_2040_1980,H42013,5513.395314
SJ3_2040_1980,N42021,4632.405693
SJ3_2040_1980,N42027,15075.84347
SJ3_2040_1980,N42061,11184.85827
SJ3_2160_2170,N42055,15323.19212
SJ3_2160_2170,N42061,24883.78468
SJ3_2160_2170,N42067,82635.6079
SJ3_2160_2170,N42099,13563.89039
SJ3_2170_1970,N42067,7086.128881
SJ3_2230_2060,N42009,1817.96512
SJ3_2230_2060,N42013,46536.77849
SJ3_2230_2060,N42061,19714.67785
SJ3_2250_2230,N42009,12228.29462
SJ3_2250_2230,N42013,144949.0295
SJ3_2250_2230,H42013,26470.24445
SJ3_2250_2230,N42021,1602.686793
SJ3_2450_2120,N42061,21720.47877
SJ4_2010_2210,N42027,4306.992291
SJ4_2010_2210,N42061,107167.9153
SJ4_2060_2010,N42061,50188.3551
SJ4_2340_2210,N42061,2051.150748
SJ4_2360_2340,N42009,12570.5275
SJ4_2360_2340,N42057,2285.586544
SJ4_2360_2340,N42061,118924.5213
SJ4_2660_2360,N42009,16420.62725
SJ4_2660_2360,N42061,915.4769702
SJ4_2740_2660,N42009,149495.6319
SJ4_2740_2660,N42057,22745.34372
SJ5_2120_1930,N42061,3602.581137
SJ5_2120_1930,N42087,81138.97402
SJ5_2210_2320,N42061,35793.4312
SJ5_2210_2320,N42087,2866.85214
SJ5_2320_2120,N42061,23936.55942
SJ5_2320_2120,N42087,7940.63952
SJ6_1930_1970,N42067,43516.77963
SJ6_1930_1970,N42087,39054.15036
SJ6_1930_1970,N42109,4023.438024
SJ6_1970_2130,N42067,66795.48667
SJ6_1970_2130,N42099,34374.8694
SJ6_1970_2130,N42109,2577.865293
SJ6_2130_2050,N42099,33553.91504
SL0_2180_2220,N42075,46344.82693
SL0_2220_2140,N42075,2796.925722
SL0_2721_2720,N24025,25379.76993
SL0_2721_2720,N42133,379.3933408
SL0_2831_2830,N24013,146.7758982
SL0_2831_2830,N42133,15085.78172
SL1_1700_1780,N42097,52624.67421
SL1_1730_1700,N42037,4108.975174
SL1_1730_1700,N42097,30756.28269
SL1_1790_1840,N42087,1920.651405
SL1_1790_1840,N42109,109216.0511
SL1_1790_1840,N42119,532.4366735
SL1_2000_2090,N42011,37682.78138
SL1_2000_2090,N42075,25797.80021
SL1_2190_2350,N42011,2979.03889
SL1_2190_2350,N42071,70566.6485
SL1_2190_2350,N42075,16107.1787
SL1_2390_2420,N42071,36091.09203
SL1_2670_2370,N42041,18571.13657
SL1_2670_2370,N42055,10739.26807
SL1_2760_2730,N42133,13391.38627
SL1_2770_2730,N42133,74763.74778
SL1_2830_2760,N42133,31990.65161
SL2_1670_1880,N42037,2923.900753
SL2_1670_1880,N42097,52957.38932
SL2_1670_1880,N42107,44665.16628
SL2_1810_2030,N42043,18221.21281
SL2_1810_2030,N42097,23588.69135
SL2_1810_2030,N42107,63548.13965
SL2_1850_1990,N42107,74208.59154
SL2_1990_2070,N42075,17559.5961
SL2_1990_2070,N42107,15417.98991
SL2_2070_2090,N42011,519.1624593
SL2_2070_2090,N42075,15238.81389
SL2_2200_2350,N42011,15691.06609
SL2_2200_2350,N42029,1302.78806
SL2_2200_2350,N42071,72802.41967
SL2_2300_2520,N42071,75779.64316
SL2_2300_2520,N42075,4893.855931
SL2_2410_2700,N42029,4824.959648
SL2_2410_2700,N42071,94277.0205
SL2_2480_0001,N24015,22190.0852
SL2_2480_0001,N42029,44986.40931
SL2_2480_0001,N42071,67412.94483
SL2_2540_2370,N42041,569.952381
SL2_2540_2370,N42055,67090.93707
SL2_2540_2370,N42099,1092.062019
SL2_2750_2720,N24025,1000.81836
SL2_2750_2720,N42133,87595.04081
SL2_2910_3060,N24005,7193.726462
SL2_2910_3060,N24025,37003.9471
SL2_2910_3060,N42133,16190.69637
SL2_3060_0001,N24025,49023.79163
SL3_1710_1740,N42027,111198.3686
SL3_1710_1740,H42027,25178.8819
SL3_1710_1740,N42061,161.1213257
SL3_1710_1740,N42087,9507.95232
SL3_1710_1740,N42109,2211.382333
SL3_1710_1740,N42119,45658.21237
SL3_1710_1740,H42119,1766.231437
SL3_1740_1840,N42109,34474.89752
SL3_1740_1840,N42119,10984.29195
SL3_1840_1880,N42109,1457.732257
SL3_1960_2080,N42043,54193.5287
SL3_1960_2080,H42043,11123.59096
SL3_1960_2080,N42107,9129.879996
SL3_2260_2050,N42043,197.6319185
SL3_2260_2050,N42099,44012.43114
SL3_2290_2260,N42055,430.2448925
SL3_2290_2260,N42099,131777.4987
SL3_2350_2470,N42071,25367.93882
SL3_2400_2440,N42001,3862.756491
SL3_2400_2440,N42041,109175.6884
SL3_2400_2440,N42133,24532.22403
SL3_2420_2700,N42071,55872.84403
SL3_2440_2380,N42041,797.951596
SL3_2440_2380,N42133,2622.264559
SL3_2460_2430,N24013,3334.735127
SL3_2460_2430,N42001,167879.6553
SL3_2460_2430,N42041,1790.91487
SL3_2460_2430,N42133,157049.3784
SL3_2470_2420,N42071,7093.835408
SL3_2550_2490,N42133,36184.88497
SL3_2730_2550,N42133,6129.621156
SL4_2090_2100,N42075,21224.12297
SL4_2100_2140,N42075,12133.10452
SL4_2140_2240,N42043,29330.22293
SL4_2140_2240,N42075,10304.68142
SL4_2240_2310,N42043,53447.93316
SL4_2240_2310,N42075,4130.399583
SL4_2330_2270,N42041,34893.06268
SL4_2370_2330,N42041,179828.54
SL4_2370_2330,N42055,9642.497164
SL4_2370_2330,N42099,129.1912574
SL8_1760_1780,N42097,1238.45404
SL8_1760_1780,N42109,5225.189285
SL8_1760_1780,N42119,205.3286003
SL8_1780_1880,N42097,15505.14275
SL8_1780_1880,N42109,458.9301426
SL8_1880_2030,N42043,195.3643036
SL8_1880_2030,N42067,17946.28092
SL8_1880_2030,N42097,16386.84038
SL8_1880_2030,N42099,453.1069683
SL8_1880_2030,N42109,50254.40549
SL8_2030_2080,N42043,6909.12098
SL8_2030_2080,N42067,492.7352089
SL8_2030_2080,N42099,15386.74071
SL8_2080_2050,N42043,56136.30214
SL8_2080_2050,H42043,4697.194359
SL8_2080_2050,N42099,13487.23813
SL9_2050_2270,N42041,2335.259174
SL9_2050_2270,N42043,50396.55122
SL9_2050_2270,H42043,14516.58908
SL9_2050_2270,N42075,8326.627898
SL9_2050_2270,N42099,20116.61392
SL9_2270_2380,N42041,2717.489991
SL9_2270_2380,N42043,27513.9959
SL9_2310_2430,N42043,18691.84208
SL9_2310_2430,N42071,7825.521668
SL9_2310_2430,N42075,12454.20831
SL9_2310_2430,N42133,14062.79027
SL9_2380_2310,N42043,11662.88814
SL9_2380_2310,N42133,3780.974074
SL9_2430_2490,N42071,18703.6995
SL9_2430_2490,N42133,5293.769619
SL9_2490_2520,N42071,8971.111625
SL9_2490_2520,N42133,3332.771642
SL9_2520_2700,N42071,21025.83935
SL9_2520_2700,N42133,52050.20389
SL9_2700_2720,N42071,10506.93163
SL9_2700_2720,N42133,21510.05903
SL9_2720_0001,N24015,6259.200799
SL9_2720_0001,N24025,8327.974136
SL9_2720_0001,N42071,55221.49667
SL9_2720_0001,N42133,9760.888522
SL9_2970_0000,N24015,7152.183046
SL9_2970_0000,N24025,6946.555135
SL9_2971_0000,N24015,2538.698024
SL9_2971_0000,N24025,1372.009715
SU1_0050_0090,N36017,1143.879384
SU1_0050_0090,N36053,27497.37067
SU1_0050_0090,N36065,10952.28887
SU1_0060_0190,N36043,200.3913047
SU1_0060_0190,N36077,59449.82333
SU1_0080_0210,N36077,38284.19288
SU1_0200_0270,N36017,39493.83939
SU1_0330_0560,N36023,18734.03678
SU1_0330_0560,N36107,44965.48402
SU1_0330_0560,N36109,917.6653291
SU1_0380_0400,N36017,6038.698273
SU1_0380_0400,N36025,19594.34899
SU1_0390_0560,N36107,33567.12323
SU1_0390_0560,N36109,15975.88217
SU1_0410_0480,N36007,3131.449134
SU1_0410_0480,N36017,13056.60456
SU1_0660_0710,N42115,65641.85039
SU1_0660_0710,H42115,3582.810633
SU1_0820_0740,N36101,4523.798778
SU1_0820_0740,N42105,29130.0976
SU1_0820_0740,N42117,23872.4957
SU1_0840_0831,N42117,68766.30394
SU1_0940_0900,N42015,49832.42478
SU1_0940_0900,N42081,381.66494
SU1_0940_0900,N42113,2785.429069
SU1_1480_1500,N42037,2059.659206
SU1_1480_1500,N42079,36737.97161
SU1_1480_1500,N42107,912.7955249
SU1_1630_1610,N42037,49855.55103
SU1_1630_1610,N42093,1599.269617
SU1_1630_1610,N42097,4751.437484
SU2_0020_0140,N36043,16213.06907
SU2_0020_0140,N36077,49384.51243
SU2_0030_0140,N36043,9060.674342
SU2_0030_0140,N36077,50654.6028
SU2_0040_0180,N36077,58613.14566
SU2_0070_0090,N36017,1665.134311
SU2_0070_0090,N36053,71943.86271
SU2_0100_0230,N36025,241.5011815
SU2_0100_0230,N36077,76164.0029
SU2_0110_0240,N36017,51934.96985
SU2_0110_0240,N36023,17463.49934
SU2_0110_0240,N36053,24679.22835
SU2_0120_0260,N36023,75637.4486
SU2_0120_0260,N36053,21507.42008
SU2_0120_0260,N36067,26691.40374
SU2_0130_0250,N36077,69907.51643
SU2_0150_0220,N36025,65893.21464
SU2_0150_0220,N36077,20277.65624
SU2_0150_0220,N36095,26209.10021
SU2_0160_0260,N36023,57018.12037
SU2_0160_0260,N36067,9332.974192
SU2_0160_0260,N36109,104.9485715
SU2_0210_0300,N36077,45133.67898
SU2_0280_0430,N36007,901.8787106
SU2_0280_0430,N36017,64110.33885
SU2_0280_0430,N36023,2224.7636
SU2_0290_0291,N36025,63460.54705
SU2_0290_0291,N36077,278.1136004
SU2_0291_0320,N36025,2385.472274
SU2_0320_0340,N36025,4178.325142
