riverseg, landseg, area (acres) ***
PS3_5100_5080,A51187,628.98
PS3_5100_5080,B51171,33708.79
PS3_5100_5080,F51171,31349.32
PS3_5100_5080,F51187,40.32
PS3_5990_6161,A51015,30187.32
PS3_5990_6161,A51165,45732.76
PS3_5990_6161,B51165,11808.99
PS3_5990_6161,C51015,4871.90
PS3_5990_6161,F51015,50418.96
PS3_5990_6161,F51165,63440.10
PS3_6161_6280,A51165,5763.76
PS3_6280_6230,A51015,19760.12
PS3_6280_6230,A51165,8444.91
PS3_6460_6230,A51015,178349.70
PS3_6460_6230,A51790,12634.89
PS3_6460_6230,C51015,24662.65
PS3_6460_6230,F51015,23585.70
PS3_6460_6230,F51790,10.28
PS4_5080_4380,A51069,1160.68
PS4_5080_4380,A51139,129.40
PS4_5080_4380,A51171,21788.02
PS4_5080_4380,A51187,11178.04
PS4_5080_4380,F51139,6057.12
PS4_5080_4380,F51171,25658.71
PS4_5080_4380,F51187,799.76
PS4_5840_5240,A51139,36547.40
PS4_5840_5240,A51165,66723.51
PS4_5840_5240,B51139,17009.58
PS4_5840_5240,C51165,9916.65
PS4_5840_5240,F51139,25817.52
PS4_5840_5240,F51165,34000.38
PS4_6230_6360,A51165,16327.11
PS4_6360_5840,A51165,6389.51
PS4_6360_5840,F51165,7621.54
PS5_4370_4150,A54037,13369.30
PS5_4370_4150,F54037,841.63
PS5_4380_4370,A51043,89866.24
PS5_4380_4370,A51069,18576.90
PS5_4380_4370,A51187,29776.95
PS5_4380_4370,A54037,51337.36
PS5_4380_4370,B51187,17999.78
PS5_4380_4370,F51043,2286.60
PS5_4380_4370,F51187,673.77
PS5_4380_4370,F54037,488.44
PS5_5200_4380,A51187,12389.03
PS5_5200_4380,B51187,4930.31
PS5_5200_4380,F51187,6677.35
PS5_5240_5200,A51139,55675.03
PS5_5240_5200,A51187,18942.73
PS5_5240_5200,B51139,25354.18
PS5_5240_5200,B51187,17543.79
PS5_5240_5200,F51139,34372.23
PS5_5240_5200,F51187,15736.74
PU0_3000_3090,A24043,4736.47
PU0_3000_3090,A42055,51617.31
PU0_3000_3090,B42001,3360.80
PU0_3000_3090,F24043,31.95
PU0_3000_3090,F42055,10.43
PU0_3601_3602,A24043,10732.65
PU0_3601_3602,B42055,854.80
PU0_3601_3602,F24043,2.53
PU0_3611_3530,A24043,9899.38
PU0_3611_3530,A42057,6193.26
PU0_3611_3530,F24043,3.87
PU0_3751_3752,A24043,13438.42
PU0_3751_3752,F24043,21.56
PU0_3871_3690,A24001,31988.82
PU0_3871_3690,C42009,7639.90
PU0_3871_3690,F24001,38.42
PU0_5620_5380,A54071,45704.57
PU0_5620_5380,B54023,292.38
PU0_5620_5380,B54071,8926.52
PU0_5620_5380,F54071,1362.66
PU0_6080_5620,A51091,37158.35
PU0_6080_5620,A54071,36035.31
PU0_6080_5620,B51091,726.34
PU0_6080_5620,B54071,39279.67
PU0_6080_5620,F54071,1672.67
PU1_3030_3440,A24043,1333.06
PU1_3030_3440,A42057,71551.48
PU1_3030_3440,F24043,1.21
PU1_3100_3690,A24001,9952.08
PU1_3100_3690,A24043,4980.74
PU1_3100_3690,A42057,10277.21
PU1_3100_3690,C42009,41152.98
PU1_3100_3690,F24001,116.05
PU1_3100_3690,F24043,297.05
PU1_3170_3580,A42009,34993.62
PU1_3580_3780,A24001,17944.82
PU1_3580_3780,A42009,5523.01
PU1_3580_3780,B24001,1998.15
PU1_3580_3780,F24001,3.97
PU1_3850_4190,A24023,30545.68
PU1_3850_4190,B24001,441.99
PU1_3940_3970,A24023,11867.69
PU1_3940_3970,B24001,35824.26
PU1_4190_4300,A24023,35932.09
PU1_4300_4440,A24023,7097.75
PU1_4760_4450,A54023,6159.81
PU1_4760_4450,A54057,129.81
PU1_4840_4760,A54023,31352.81
PU1_4840_4760,F54023,20.94
PU1_5380_5050,A54023,3462.24
PU1_5380_5050,A54071,1973.42
PU1_5380_5050,B54023,2452.78
PU1_5380_5050,B54071,3211.21
PU1_5380_5050,F54023,6433.79
PU1_5380_5050,F54071,11401.40
PU1_5520_5210,B54071,21457.56
PU1_5520_5210,F54071,21939.77
PU1_5820_5380,A54071,1417.97
PU1_5820_5380,B54071,4962.16
PU1_5820_5380,F54071,6306.01
PU2_2790_3290,A42055,146051.89
PU2_2790_3290,B42001,14263.20
PU2_2790_3290,B42041,1500.05
PU2_2790_3290,B42055,7862.74
PU2_2790_3290,F42055,9517.66
PU2_2840_3080,A24043,1071.62
PU2_2840_3080,A42057,98624.72
PU2_2840_3080,B42055,1867.19
PU2_3080_3640,A24043,16339.78
PU2_3080_3640,B42055,18265.44
PU2_3080_3640,F24043,24.05
PU2_3090_4050,A24043,105428.14
PU2_3090_4050,A42055,12547.00
PU2_3090_4050,F24043,1552.09
PU2_3140_3680,A42009,10955.65
PU2_3140_3680,A42111,71293.05
PU2_3140_3680,B24001,3414.37
PU2_3140_3680,B42009,35434.09
PU2_3180_3370,A24001,1423.70
PU2_3180_3370,A42009,19751.63
PU2_3180_3370,C42009,21331.39
PU2_3370_4020,A24001,41922.71
PU2_3370_4020,A42009,15910.93
PU2_3370_4020,F24001,116.92
PU2_3630_3590,A51069,12958.81
PU2_3630_3590,A54003,10598.22
PU2_3630_3590,A54065,69130.75
PU2_3770_3600,A51069,107360.19
PU2_3770_3600,A54003,66701.85
PU2_3770_3600,A54065,1308.79
PU2_3900_3750,A54003,41672.61
PU2_3900_3750,A54037,790.81
PU2_3900_3750,F54003,3.40
PU2_4050_4180,A24043,6597.23
PU2_4050_4180,F24043,321.36
PU2_4160_3930,A54057,1469.52
PU2_4160_3930,B54057,39263.74
PU2_4220_3900,A51043,16275.44
PU2_4220_3900,A51069,38193.85
PU2_4220_3900,A51840,5053.52
PU2_4220_3900,A54003,53096.64
PU2_4220_3900,A54037,27539.85
PU2_4220_3900,F54003,6.77
PU2_4340_3860,A54027,101059.91
PU2_4340_3860,A54031,30710.25
PU2_4360_4160,A54023,23978.25
PU2_4360_4160,A54057,6823.92
PU2_4360_4160,B54023,38184.71
PU2_4360_4160,B54057,70632.17
PU2_4720_4750,A24023,25704.63
PU2_4720_4750,A54023,19406.70
PU2_4720_4750,A54077,1030.68
PU2_4720_4750,A54093,560.50
PU2_4730_4220,A51043,5623.88
PU2_4730_4220,A51069,30789.36
PU2_4730_4220,A51840,919.61
PU2_4730_4220,F51069,8.68
PU2_4750_4450,A24023,1435.07
PU2_4750_4450,A54023,6225.84
PU2_5190_4310,A54031,22101.24
PU2_5190_4310,A54071,32076.12
PU2_5190_4310,B54031,38525.71
PU2_5190_4310,F54031,2.74
PU2_5190_4310,F54071,20187.59
PU2_5700_5210,A51091,13584.52
PU2_5700_5210,B54071,58771.58
PU2_5700_5210,F51091,10480.17
PU2_5700_5210,F54071,26752.66
PU2_6050_5190,A54071,33822.07
PU2_6050_5190,B51091,3459.25
PU2_6050_5190,F51091,3636.36
PU2_6050_5190,F54071,30953.08
PU3_2510_3290,A24043,270.21
PU3_2510_3290,A42055,18056.45
PU3_2510_3290,A42099,655.94
PU3_2510_3290,B42055,108174.76
PU3_3290_3390,A24043,2115.83
PU3_3290_3390,A42055,12904.58
PU3_3390_3730,A24043,39796.03
PU3_3390_3730,A42055,1792.57
PU3_3390_3730,B42055,488.39
PU3_3390_3730,F24043,39.61
PU3_3680_3890,A42111,5704.88
PU3_3680_3890,B24001,35330.44
PU3_3680_3890,F24001,1.44
PU3_3860_3610,A54027,17329.75
PU3_3860_3610,A54065,21404.75
PU3_4280_3860,A54027,90045.64
PU3_4280_3860,A54031,122347.42
PU3_4280_3860,F54027,3383.81
PU3_4280_3860,F54031,49449.79
PU3_4450_4440,A24023,37570.00
PU3_4450_4440,A54023,16918.22
PU3_4450_4440,A54057,35187.70
PU3_4450_4440,F24023,2598.51
PU3_4450_4440,F54057,8.43
PU3_5210_5050,A54023,16257.66
PU3_5210_5050,B54023,918.01
PU3_5210_5050,B54071,9257.05
PU3_5210_5050,F54023,12990.36
PU3_5210_5050,F54071,10601.29
PU4_3780_3930,A24001,10974.86
PU4_3780_3930,A54057,457.70
PU4_3780_3930,B54057,4450.84
PU4_3780_3930,F24001,441.60
PU4_3890_3990,A24001,936.38
PU4_3890_3990,A54057,298.64
PU4_3890_3990,B24001,243.95
PU4_3890_3990,F24001,76.68
PU4_3970_3890,A54023,9173.04
PU4_3970_3890,A54057,43541.37
PU4_3970_3890,B24001,35570.85
PU4_3970_3890,F24001,12.41
PU4_3970_3890,F54057,5.47
PU4_3990_3780,A24001,1044.30
PU4_3990_3780,B54057,559.48
PU4_3990_3780,F24001,43.24
PU4_4210_4170,A54027,12392.48
PU4_4310_4210,A54027,102936.99
PU4_4310_4210,A54031,10572.76
PU4_4310_4210,B54031,61172.87
PU4_4440_3970,A54057,1743.29
PU4_4440_3970,B24001,352.89
PU4_5050_4310,A54023,27527.17
PU4_5050_4310,A54071,17327.88
PU4_5050_4310,B54023,84694.24
PU4_5050_4310,B54031,28531.32
PU4_5050_4310,F54023,832.31
PU4_5050_4310,F54071,1419.37
PU5_3930_4170,A24001,22814.47
PU5_3930_4170,A54027,10112.02
PU5_3930_4170,B54057,6104.09
PU5_3930_4170,F24001,1093.47
PU5_4170_4020,A24001,926.58
PU5_4170_4020,A54027,1052.71
PU5_4170_4020,F24001,344.57
PU6_3440_3590,A24043,6194.18
PU6_3440_3590,A42057,1723.78
PU6_3440_3590,A54065,3397.69
PU6_3440_3590,F24043,267.51
PU6_3530_3440,A24043,954.53
PU6_3530_3440,A54065,9829.42
PU6_3530_3440,F24043,41.35
PU6_3590_3640,A24043,1202.73
PU6_3590_3640,A54065,762.25
PU6_3590_3640,F24043,137.67
PU6_3600_3602,A24043,6656.98
PU6_3600_3602,A54003,13735.76
PU6_3600_3602,F24043,1352.96
PU6_3602_3730,A24043,4480.07
PU6_3602_3730,A54003,3554.07
PU6_3602_3730,F24043,377.05
PU6_3610_3530,A24043,5090.74
PU6_3610_3530,A54065,7883.36
PU6_3610_3530,F24043,617.16
PU6_3640_3600,A24043,4701.80
PU6_3640_3600,A54003,2160.50
PU6_3640_3600,A54065,6969.98
PU6_3640_3600,F24043,802.78
PU6_3690_3610,A24043,5846.45
PU6_3690_3610,A54065,7925.60
PU6_3690_3610,F24043,143.21
PU6_3730_3750,A24043,5882.12
PU6_3730_3750,A54003,8301.12
PU6_3730_3750,F24043,735.87
PU6_3750_3752,A24043,7741.27
PU6_3750_3752,A54003,5975.11
PU6_3750_3752,A54037,9223.98
PU6_3750_3752,F24043,812.37
PU6_3750_3752,F54037,381.87
PU6_3752_4080,A24043,4710.92
PU6_3752_4080,A54037,3662.99
PU6_3752_4080,F24043,1134.29
PU6_3752_4080,F54037,152.88
PU6_3870_3690,A24001,7639.11
PU6_3870_3690,A54027,752.03
PU6_3870_3690,A54065,18033.49
PU6_3870_3690,F24001,3454.69
PU6_3870_3690,F54065,66.82
PU6_4020_3870,A24001,8058.18
PU6_4020_3870,A54027,73451.74
PU6_4020_3870,A54065,278.38
PU6_4020_3870,F24001,399.82
PU6_4080_4180,A24043,2037.03
PU6_4080_4180,A54037,3943.22
PU6_4080_4180,F24043,273.44
PU6_4180_4150,A24043,6570.00
PU6_4180_4150,A54037,23358.35
PU6_4180_4150,F24043,1512.61
PU6_4180_4150,F54037,221.30
RL0_6450_0000,A51103,10437.95
RL0_6450_0000,A51133,60676.41
RL0_6451_0000,A51103,29.57
RL0_6500_0000,A51057,4887.59
RL0_6500_0000,A51103,17516.40
RL0_6500_0000,A51119,31679.45
RL0_6500_0000,A51159,23269.05
RL0_6500_0000,F51159,460.93
RL0_6501_0000,A51057,7453.93
RL0_6501_0000,A51133,557.99
RL0_6501_0000,A51159,47138.07
RL0_6501_0000,A51193,2266.90
RL0_6530_0000,A51103,49842.55
RL0_6530_0000,A51133,125.04
RL0_6531_0000,A51103,7964.21
RL0_6531_0000,A51119,13966.12
RL0_6540_0001,A51057,17662.06
RL1_6180_0001,A51159,10114.13
RL1_6180_0001,A51193,18426.65
RL1_6322_0000,A51159,15411.79
RL1_6322_0000,A51193,1980.08
RL1_6322_0000,F51159,1260.13
RL5_6070_0000,A51033,25247.27
RL5_6070_0000,A51057,21572.68
RL5_6070_0000,A51099,42583.62
RL5_6070_0000,A51177,32154.82
RL5_6070_0000,A51179,27578.65
RL5_6070_0000,A51193,8006.83
RL5_6070_0000,A51630,6217.42
RL5_6070_0000,F51033,48372.73
RL5_6070_0000,F51057,119.07
RL5_6070_0000,F51099,467.05
RL5_6070_0000,F51177,1232.03
RL5_6070_0000,F51179,89.83
RL5_6070_0000,F51193,225.01
RL5_6070_0000,F51630,190.46
RL5_6071_0000,A51057,36773.61
RL5_6071_0000,A51159,7144.69
RL5_6071_0000,A51193,9689.65
RL5_6071_0000,F51159,1590.41
RL5_6072_0000,A51057,1584.15
RL5_6072_0000,A51159,3671.51
RL5_6072_0000,F51159,294.23
RL5_6320_0000,A51057,17098.79
RL5_6320_0000,F51057,238.60
RL5_6321_0000,A51057,38766.63
RL5_6321_0000,A51159,10193.80
RL5_6321_0000,F51057,721.22
RL5_6321_0000,F51159,2255.07
RU2_5220_5640,A51047,12567.52
RU2_5220_5640,A51061,98961.54
RU2_5220_5640,A51157,28583.14
RU2_5220_5640,B51061,12105.46
RU2_5220_5640,B51157,7302.64
RU2_5220_5640,F51061,339.25
RU2_5220_5640,F51157,4121.95
RU2_5500_5610,A51047,4214.53
RU2_5500_5610,A51157,56441.92
RU2_5500_5610,B51157,18417.17
RU2_5500_5610,F51157,21188.48
RU2_5810_5610,A51047,25219.87
RU2_5810_5610,A51113,7371.08
RU2_5810_5610,A51157,26650.43
RU2_5810_5610,B51113,1924.94
RU2_5810_5610,B51157,1523.71
RU2_5810_5610,F51113,11291.78
RU2_5810_5610,F51157,5925.42
RU2_5940_6200,A51047,11674.93
RU2_5940_6200,A51113,75241.72
RU2_5940_6200,B51113,14472.54
RU2_5940_6200,F51113,13564.54
RU2_6090_6220,A51079,12907.80
RU2_6090_6220,A51113,13410.61
RU2_6090_6220,B51079,10537.51
RU2_6090_6220,B51113,20305.83
RU2_6090_6220,F51079,8251.66
RU2_6090_6220,F51113,7887.02
RU2_6200_6170,A51047,213.85
RU2_6200_6170,A51113,9260.92
RU2_6220_6170,A51003,2914.38
RU2_6220_6170,A51079,9150.50
RU2_6220_6170,A51113,31227.60
RU2_6220_6170,A51137,40631.96
RU3_5610_5640,A51047,43342.93
RU3_5610_5640,A51157,635.81
RU3_6170_6040,A51047,6196.33
RU3_6170_6040,A51137,11177.17
RU4_5640_6030,A51047,80637.41
RU4_5640_6030,A51061,70460.61
RU4_5640_6030,A51179,12939.87
RU4_5640_6030,F51061,330.92
RU4_6040_6030,A51047,60588.53
RU4_6040_6030,A51137,69615.29
RU4_6040_6030,A51177,11117.86
RU4_6040_6030,F51137,1296.26
RU4_6040_6030,F51177,2440.36
RU5_6030_0001,A51177,12641.70
RU5_6030_0001,A51179,11384.61
RU5_6030_0001,A51630,368.40
RU5_6030_0001,F51177,458.49
SJ1_2280_2450,A42061,37188.13
SJ1_2280_2450,A42067,9236.95
SJ2_1900_1930,A42027,2509.52
SJ2_1900_1930,A42087,117630.84
SJ2_1900_1930,A42109,2280.90
SJ2_1900_1930,F42087,19.56
SJ2_2110_2170,A42067,23951.40
SJ2_2110_2170,A42087,5318.72
SJ2_2150_2130,A42067,168.90
SJ2_2150_2130,A42099,46988.56
SJ2_2500_2450,A42061,8167.27
SJ2_2530_2820,A42009,16311.23
SJ2_2530_2820,A42013,5363.38
SJ2_2530_2820,A42021,644.30
SJ2_2530_2820,B42009,87303.57
SJ2_2570_2660,A42009,56456.84
SJ2_2570_2660,A42013,2175.49
SJ2_2570_2660,C42009,2821.21
SJ2_2580_2500,A42057,66991.20
SJ2_2580_2500,A42061,63452.98
SJ2_2580_2500,C42009,151.46
SJ2_2820_2740,A42009,15887.75
SJ2_2900_2740,A42009,33322.34
SJ2_2900_2740,A42111,17552.64
SJ2_2900_2740,B42009,52223.71
SJ3_1980_2060,A42027,38162.46
SJ3_1980_2060,A42061,39964.95
SJ3_2040_1980,A42013,110409.60
SJ3_2040_1980,A42021,4616.92
SJ3_2040_1980,A42027,6504.80
SJ3_2040_1980,A42061,11193.12
SJ3_2040_1980,B42027,8450.87
SJ3_2160_2170,A42061,24819.86
SJ3_2160_2170,A42067,82613.99
SJ3_2160_2170,A42099,13451.89
SJ3_2160_2170,B42055,15515.62
SJ3_2170_1970,A42067,7086.04
SJ3_2230_2060,A42009,1946.46
SJ3_2230_2060,A42013,46303.57
SJ3_2230_2060,A42061,19791.29
SJ3_2250_2230,A42009,5978.38
SJ3_2250_2230,A42013,170861.03
SJ3_2250_2230,A42021,1453.85
SJ3_2250_2230,B42009,6175.99
SJ3_2250_2230,F42013,704.00
SJ3_2250_2230,F42021,82.51
SJ3_2450_2120,A42061,21720.49
SJ4_2010_2210,A42027,4346.61
SJ4_2010_2210,A42061,107041.38
SJ4_2010_2210,F42061,93.19
SJ4_2060_2010,A42061,50197.75
SJ4_2340_2210,A42061,2051.15
SJ4_2360_2340,A42009,5602.63
SJ4_2360_2340,A42057,2274.22
SJ4_2360_2340,A42061,107408.24
SJ4_2360_2340,C42009,6815.19
SJ4_2360_2340,F42009,203.36
SJ4_2360_2340,F42061,11496.18
SJ4_2660_2360,A42009,2567.42
SJ4_2660_2360,A42061,926.43
SJ4_2660_2360,C42009,13842.25
SJ4_2740_2660,A42009,59657.19
SJ4_2740_2660,A42057,22650.03
SJ4_2740_2660,C42009,89921.92
SJ4_2740_2660,F42009,11.82
SJ5_2120_1930,A42061,3602.76
SJ5_2120_1930,A42087,81142.93
SJ5_2210_2320,A42061,35798.78
SJ5_2210_2320,A42087,2861.67
SJ5_2320_2120,A42061,24680.91
SJ5_2320_2120,A42087,7196.15
SJ6_1930_1970,A42067,43511.21
SJ6_1930_1970,A42087,39015.50
SJ6_1930_1970,A42109,4068.09
SJ6_1970_2130,A42067,66838.48
SJ6_1970_2130,A42099,34374.95
SJ6_1970_2130,A42109,2534.07
SJ6_2130_2050,A42099,33555.20
SL0_2180_2220,A42075,46748.23
SL0_2180_2220,F42075,10.06
SL0_2220_2140,A42075,2796.93
SL0_2721_2720,A24025,25379.83
SL0_2721_2720,A42133,379.34
SL0_2831_2830,A24013,146.77
SL0_2831_2830,A42133,15085.79
SL1_1700_1780,A42097,52721.95
SL1_1730_1700,A42037,4069.11
SL1_1730_1700,A42097,30796.14
SL1_1790_1840,A42087,1907.16
SL1_1790_1840,A42109,109258.42
SL1_1790_1840,A42119,503.61
SL1_2000_2090,A42011,36949.44
SL1_2000_2090,A42075,25810.80
SL1_2000_2090,F42011,736.81
SL1_2190_2350,A42011,2978.54
SL1_2190_2350,A42071,70643.35
SL1_2190_2350,A42075,16095.64
SL1_2390_2420,A42071,36091.09
SL1_2670_2370,A42041,8902.99
SL1_2670_2370,A42055,10749.87
SL1_2670_2370,B42041,9657.54
SL1_2760_2730,A42133,13391.39
SL1_2770_2730,A42133,74763.75
SL1_2830_2760,A42133,31990.65
SL2_1670_1880,A42037,2923.55
SL2_1670_1880,A42097,52956.98
SL2_1670_1880,A42107,44667.16
SL2_1810_2030,A42043,18228.75
SL2_1810_2030,A42097,23586.64
SL2_1810_2030,A42107,63542.24
SL2_1850_1990,A42107,74092.49
SL2_1850_1990,F42107,125.33
SL2_1990_2070,A42075,16659.36
SL2_1990_2070,A42107,15418.02
SL2_1990_2070,F42075,901.12
SL2_2070_2090,A42011,481.82
SL2_2070_2090,A42075,14954.19
SL2_2070_2090,F42011,42.30
SL2_2070_2090,F42075,284.64
SL2_2200_2350,A42011,15694.43
SL2_2200_2350,A42029,1314.78
SL2_2200_2350,A42071,72788.77
SL2_2300_2520,A42071,75722.46
SL2_2300_2520,A42075,4951.04
SL2_2410_2700,A42029,4830.13
SL2_2410_2700,A42071,94264.47
SL2_2480_0001,A24015,22217.77
SL2_2480_0001,A42029,44914.29
SL2_2480_0001,A42071,67457.37
SL2_2540_2370,A42041,565.30
SL2_2540_2370,A42055,29645.62
SL2_2540_2370,A42099,1084.15
SL2_2540_2370,B42055,29319.74
SL2_2540_2370,F42055,8132.62
SL2_2750_2720,A24025,1005.05
SL2_2750_2720,A42133,87590.80
SL2_2910_3060,A24005,7209.42
SL2_2910_3060,A24025,37017.86
SL2_2910_3060,A42133,16161.10
SL2_3060_0001,A24025,48804.34
SL2_3060_0001,F24025,219.45
SL3_1710_1740,A42027,136455.90
SL3_1710_1740,A42061,149.14
SL3_1710_1740,A42087,9490.51
SL3_1710_1740,A42109,2378.55
SL3_1710_1740,A42119,40836.90
SL3_1710_1740,B42119,6372.24
SL3_1740_1840,A42109,34521.17
SL3_1740_1840,B42119,10931.61
SL3_1840_1880,A42109,1458.57
SL3_1960_2080,A42043,65307.77
SL3_1960_2080,A42107,9129.85
SL3_1960_2080,F42043,8.47
SL3_2260_2050,A42043,190.58
SL3_2260_2050,A42099,44022.61
SL3_2290_2260,A42099,131948.75
SL3_2290_2260,B42055,355.84
SL3_2350_2470,A42071,25367.94
SL3_2400_2440,A42041,36327.28
SL3_2400_2440,A42133,24431.16
SL3_2400_2440,B42001,3822.29
SL3_2400_2440,B42041,71741.54
SL3_2400_2440,F42041,1248.41
SL3_2420_2700,A42071,55872.84
SL3_2440_2380,A42041,612.98
SL3_2440_2380,A42133,1749.57
SL3_2440_2380,F42041,184.98
SL3_2440_2380,F42133,872.43
SL3_2460_2430,A24013,3333.66
SL3_2460_2430,A42001,133195.73
SL3_2460_2430,A42133,157028.31
SL3_2460_2430,B42001,34647.61
SL3_2460_2430,B42041,1845.53
SL3_2460_2430,F42133,3.85
SL3_2470_2420,A42071,7087.76
SL3_2470_2420,F42071,6.07
SL3_2550_2490,A42133,36168.68
SL3_2550_2490,F42133,16.43
SL3_2730_2550,A42133,6129.62
SL4_2090_2100,A42075,18374.42
SL4_2090_2100,F42075,2849.70
SL4_2100_2140,A42075,5989.52
SL4_2100_2140,F42075,6143.58
SL4_2140_2240,A42043,7455.44
SL4_2140_2240,A42075,8746.13
SL4_2140_2240,B42043,15997.57
SL4_2140_2240,F42043,5876.97
SL4_2140_2240,F42075,1558.79
SL4_2240_2310,A42043,2679.31
SL4_2240_2310,A42075,4124.71
SL4_2240_2310,B42043,50758.77
SL4_2240_2310,F42043,15.54
SL4_2330_2270,A42041,33837.37
SL4_2330_2270,F42041,1071.15
SL4_2370_2330,A42041,179384.77
SL4_2370_2330,A42055,5124.32
SL4_2370_2330,B42041,101.76
SL4_2370_2330,B42055,4504.17
SL4_2370_2330,F42041,385.26
SL8_1760_1780,A42097,1207.08
SL8_1760_1780,A42109,5262.65
SL8_1760_1780,B42119,195.36
SL8_1780_1880,A42097,15447.85
SL8_1780_1880,A42109,515.38
SL8_1880_2030,A42043,196.62
SL8_1880_2030,A42067,17969.83
SL8_1880_2030,A42097,16320.79
SL8_1880_2030,A42099,453.18
SL8_1880_2030,A42109,50295.43
SL8_2030_2080,A42043,6843.69
SL8_2030_2080,A42067,492.62
SL8_2030_2080,A42099,15452.44
SL8_2080_2050,A42043,60797.93
SL8_2080_2050,A42099,13521.53
SL9_2050_2270,A42041,2368.24
SL9_2050_2270,A42043,62102.03
SL9_2050_2270,A42075,8325.89
SL9_2050_2270,A42099,20110.55
SL9_2050_2270,B42043,2570.85
SL9_2050_2270,F42041,158.37
SL9_2050_2270,F42043,38.90
SL9_2050_2270,F42075,1.36
SL9_2270_2380,A42041,527.04
SL9_2270_2380,A42043,3864.07
SL9_2270_2380,B42043,23417.93
SL9_2270_2380,F42041,2316.14
SL9_2270_2380,F42043,106.56
SL9_2310_2430,A42071,7794.45
SL9_2310_2430,A42075,12454.07
SL9_2310_2430,A42133,14068.28
SL9_2310_2430,B42043,18717.57
SL9_2380_2310,A42133,2747.46
SL9_2380_2310,B42043,11681.57
SL9_2380_2310,F42133,1014.83
SL9_2430_2490,A42071,18703.59
SL9_2430_2490,A42133,5293.65
SL9_2490_2520,A42071,9047.24
SL9_2490_2520,A42133,3256.64
SL9_2520_2700,A42071,20997.84
SL9_2520_2700,A42133,52078.20
SL9_2700_2720,A42071,10514.76
SL9_2700_2720,A42133,21502.24
SL9_2720_0001,A24015,6259.54
SL9_2720_0001,A24025,8330.78
SL9_2720_0001,A42071,55298.28
SL9_2720_0001,A42133,9680.95
SL9_2970_0000,A24015,6982.99
SL9_2970_0000,A24025,6944.52
SL9_2970_0000,F24015,169.38
SL9_2970_0000,F24025,1.86
SL9_2971_0000,A24015,2538.26
SL9_2971_0000,A24025,1372.45
SU1_0050_0090,A36017,1148.79
SU1_0050_0090,A36053,27501.51
SU1_0050_0090,A36065,10938.47
SU1_0060_0190,A36043,200.99
SU1_0060_0190,A36077,59449.22
SU1_0080_0210,A36077,38284.19
SU1_0200_0270,A36017,39493.84
SU1_0330_0560,A36023,18784.58
SU1_0330_0560,A36107,44965.86
SU1_0330_0560,A36109,900.69
SU1_0380_0400,A36017,6039.11
SU1_0380_0400,A36025,19515.97
SU1_0390_0560,A36107,33551.10
SU1_0390_0560,A36109,15972.74
SU1_0410_0480,A36007,3127.47
SU1_0410_0480,A36017,13006.94
SU1_0660_0710,A42115,69224.66
SU1_0820_0740,A36101,4524.34
SU1_0820_0740,A42105,29126.08
SU1_0820_0740,A42117,23860.52
SU1_0840_0831,A42117,68766.30
SU1_0940_0900,A42015,2738.27
SU1_0940_0900,A42081,383.00
SU1_0940_0900,A42113,2666.99
SU1_0940_0900,B42015,47211.25
SU1_1480_1500,A42037,2059.30
SU1_1480_1500,A42079,36742.50
SU1_1480_1500,A42107,913.04
SU1_1630_1610,A42037,49791.95
SU1_1630_1610,A42093,1598.68
SU1_1630_1610,A42097,4815.61
SU2_0020_0140,A36043,16016.66
SU2_0020_0140,A36077,49382.78
SU2_0030_0140,A36043,9143.57
SU2_0030_0140,A36077,50650.96
SU2_0040_0180,A36077,58615.49
SU2_0070_0090,A36017,1668.56
SU2_0070_0090,A36053,72716.00
SU2_0100_0230,A36025,649.21
SU2_0100_0230,A36077,75833.64
SU2_0110_0240,A36017,51935.64
SU2_0110_0240,A36023,17463.16
SU2_0110_0240,A36053,24687.10
SU2_0120_0260,A36023,75533.72
SU2_0120_0260,A36053,21385.24
SU2_0120_0260,A36067,26878.18
SU2_0130_0250,A36077,69907.52
SU2_0150_0220,A36025,66149.39
SU2_0150_0220,A36077,20343.11
SU2_0150_0220,A36095,26193.29
SU2_0160_0260,A36023,57136.41
SU2_0160_0260,A36067,9325.56
SU2_0160_0260,A36109,126.67
SU2_0210_0300,A36077,45133.68
SU2_0280_0430,A36007,760.74
SU2_0280_0430,A36017,64251.82
SU2_0280_0430,A36023,2224.42
SU2_0290_0291,A36025,63420.39
SU2_0290_0291,A36077,183.22
SU2_0290_0291,F36025,148.44
SU2_0291_0320,A36025,1921.09
SU2_0291_0320,F36025,464.38
SU2_0320_0340,A36025,4175.17
SU2_0320_0340,F36025,3.16
SU2_0360_0460,A36017,26791.04
SU2_0440_0550,A36007,53849.48
SU2_0440_0550,A36107,19110.99
SU2_0450_0720,A36015,32771.29
SU2_0450_0720,A36097,23878.31
SU2_0450_0720,A36107,15529.41
SU2_0450_0720,A36109,17788.75
SU2_0450_0720,A42015,1463.13
SU2_0470_0590,A36015,801.49
SU2_0470_0590,A36107,70281.12
SU2_0470_0590,A36109,25299.45
SU2_0510_0570,A36003,52748.36
SU2_0510_0570,A36101,46975.13
SU2_0510_0570,F36003,17.46
SU2_0510_0570,F36101,1058.56
SU2_0560_0590,A36107,5547.43
SU2_0570_0580,A36101,18532.00
SU2_0620_0580,A36003,254.52
SU2_0620_0580,A36101,60779.65
SU2_0640_0630,A36101,82117.11
