BMP,Shortname,Landuse_Type,HGMR,TN,TP,BOD,SED
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Low_Till,CPUT,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Low_Till,PCAN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Low_Till,PCRN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Low_Till,APCN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Low_Till,VRCN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Hi_Till,APSN,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Hi_Till,BR_N,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Hi_Till,ML_N,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Hi_Till,VRSN,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Low_Till,APSN,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Low_Till,BR_N,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Low_Till,ML_N,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,Low_Till,VRSN,0.16,0,0.08,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,CPDN,0.31,0.15,0.23,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,CPDT,0.31,0.15,0.23,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,CPLN,0.31,0.15,0.23,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,CPLT,0.31,0.15,0.23,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,CPUN,0.31,0.15,0.23,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,CPUT,0.31,0.15,0.23,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,PCAN,0.31,0.15,0.23,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,PCRN,0.31,0.15,0.23,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,APCN,0.31,0.15,0.23,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,VRCN,0.31,0.15,0.23,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,CPDN,0.31,0,0.155,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,CPDT,0.31,0,0.155,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,CPLN,0.31,0,0.155,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,CPLT,0.31,0,0.155,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,CPUN,0.31,0,0.155,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,CPUT,0.31,0,0.155,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,PCAN,0.31,0,0.155,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,PCRN,0.31,0,0.155,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,APCN,0.31,0,0.155,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,VRCN,0.31,0,0.155,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,APSN,0.24,0.15,0.195,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,BR_N,0.24,0.15,0.195,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,ML_N,0.24,0.15,0.195,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Hi_Till,VRSN,0.24,0.15,0.195,0.2
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,APSN,0.24,0,0.12,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,BR_N,0.24,0,0.12,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,ML_N,0.24,0,0.12,0
Cover Crop Early Drilled Wheat,CoverCropEDW,Low_Till,VRSN,0.24,0,0.12,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,CPDN,0.32,0.15,0.235,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,CPDT,0.32,0.15,0.235,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,CPLN,0.32,0.15,0.235,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,CPLT,0.32,0.15,0.235,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,CPUN,0.32,0.15,0.235,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,CPUT,0.32,0.15,0.235,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,PCAN,0.32,0.15,0.235,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,PCRN,0.32,0.15,0.235,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,APCN,0.32,0.15,0.235,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,VRCN,0.32,0.15,0.235,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,CPDN,0.32,0,0.16,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,CPDT,0.32,0,0.16,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,CPLN,0.32,0,0.16,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,CPLT,0.32,0,0.16,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,CPUN,0.32,0,0.16,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,CPUT,0.32,0,0.16,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,PCAN,0.32,0,0.16,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,PCRN,0.32,0,0.16,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,APCN,0.32,0,0.16,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,VRCN,0.32,0,0.16,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,APSN,0.25,0.15,0.2,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,BR_N,0.25,0.15,0.2,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,ML_N,0.25,0.15,0.2,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Hi_Till,VRSN,0.25,0.15,0.2,0.2
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,APSN,0.25,0,0.125,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,BR_N,0.25,0,0.125,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,ML_N,0.25,0,0.125,0
Cover Crop Early-Planting Other Barley,CoverCropEOB,Low_Till,VRSN,0.25,0,0.125,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,CPDN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,CPDT,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,CPLN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,CPLT,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,CPUN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,CPUT,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,PCAN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,PCRN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,APCN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,VRCN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,CPDN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,CPDT,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,CPLN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,CPLT,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,CPUN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,CPUT,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,PCAN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,PCRN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,APCN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,VRCN,0.18,0,0.09,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,APSN,0.14,0,0.07,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,BR_N,0.14,0,0.07,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,ML_N,0.14,0,0.07,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Hi_Till,VRSN,0.14,0,0.07,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,APSN,0.14,0,0.07,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,BR_N,0.14,0,0.07,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,ML_N,0.14,0,0.07,0
Commodity Cover Crop Standard Other Rye,ComCovCropSOR,Low_Till,VRSN,0.14,0,0.07,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,CPDN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,CPDT,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,CPLN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,CPLT,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,CPUN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,CPUT,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,PCAN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,PCRN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,APCN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,VRCN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,CPDN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,CPDT,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,CPLN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,CPLT,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,CPUN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,CPUT,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,PCAN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,PCRN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,APCN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,VRCN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,APSN,0.1,0,0.05,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,BR_N,0.1,0,0.05,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,ML_N,0.1,0,0.05,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Hi_Till,VRSN,0.1,0,0.05,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,APSN,0.1,0,0.05,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,BR_N,0.1,0,0.05,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,ML_N,0.1,0,0.05,0
Commodity Cover Crop Standard-Planting Other Barley,ComCovCropSOB,Low_Till,VRSN,0.1,0,0.05,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,CPDN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,CPDT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,CPLN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,CPLT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,CPUN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,CPUT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,PCAN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,PCRN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,APCN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,VRCN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,CPDN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,CPDT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,CPLN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,CPLT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,CPUN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,CPUT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,PCAN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,PCRN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,APCN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,VRCN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,APSN,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,BR_N,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,ML_N,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Hi_Till,VRSN,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,APSN,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,BR_N,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,ML_N,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,Low_Till,VRSN,0.11,0,0.055,0
Sorbing Materials in Ag Ditchs,DitchFilter,ag,all,0,0.4,0.2,0
Litter Injection,PoultryInjection,ag,all,0.25,0,0.125,0
Liquid manure injection,LiquidInjection,ag,all,0.25,0,0.125,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,CPDN,0.38,0.15,0.265,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,CPDT,0.38,0.15,0.265,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,CPLN,0.38,0.15,0.265,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,CPLT,0.38,0.15,0.265,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,CPUN,0.38,0.15,0.265,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,CPUT,0.38,0.15,0.265,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,PCAN,0.38,0.15,0.265,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,PCRN,0.38,0.15,0.265,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,APCN,0.38,0.15,0.265,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,VRCN,0.38,0.15,0.265,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,CPDN,0.38,0,0.19,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,CPDT,0.38,0,0.19,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,CPLN,0.38,0,0.19,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,CPLT,0.38,0,0.19,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,CPUN,0.38,0,0.19,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,CPUT,0.38,0,0.19,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,PCAN,0.38,0,0.19,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,PCRN,0.38,0,0.19,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,APCN,0.38,0,0.19,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,VRCN,0.38,0,0.19,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,APSN,0.29,0.15,0.22,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,BR_N,0.29,0.15,0.22,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,ML_N,0.29,0.15,0.22,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Hi_Till,VRSN,0.29,0.15,0.22,0.2
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,APSN,0.29,0,0.145,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,BR_N,0.29,0,0.145,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,ML_N,0.29,0,0.145,0
Cover Crop Early-Planting Drilled Barley,CoverCropEDB,Low_Till,VRSN,0.29,0,0.145,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,CPDN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,CPDT,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,CPLN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,CPLT,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,CPUN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,CPUT,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,PCAN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,PCRN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,APCN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,VRCN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,CPDN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,CPDT,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,CPLN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,CPLT,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,CPUN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,CPUT,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,PCAN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,PCRN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,APCN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,VRCN,0.13,0,0.065,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,APSN,0.1,0,0.05,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,BR_N,0.1,0,0.05,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,ML_N,0.1,0,0.05,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Hi_Till,VRSN,0.1,0,0.05,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,APSN,0.1,0,0.05,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,BR_N,0.1,0,0.05,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,ML_N,0.1,0,0.05,0
Cover Crop Late-Planting Drilled Wheat,CoverCropLDW,Low_Till,VRSN,0.1,0,0.05,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,CPDN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,CPDT,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,CPLN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,CPLT,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,CPUN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,CPUT,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,PCAN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,PCRN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,APCN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,VRCN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,CPDN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,CPDT,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,CPLN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,CPLT,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,CPUN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,CPUT,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,PCAN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,PCRN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,APCN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,VRCN,0.16,0,0.08,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,APSN,0.12,0,0.06,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,BR_N,0.12,0,0.06,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,ML_N,0.12,0,0.06,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Hi_Till,VRSN,0.12,0,0.06,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,APSN,0.12,0,0.06,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,BR_N,0.12,0,0.06,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,ML_N,0.12,0,0.06,0
Cover Crop Late-Planting Other Rye,CoverCropLOR,Low_Till,VRSN,0.12,0,0.06,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Hi_Till,CPDN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Hi_Till,CPDT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Hi_Till,CPLN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Hi_Till,CPLT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Hi_Till,CPUN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Hi_Till,CPUT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Hi_Till,PCAN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Hi_Till,PCRN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Hi_Till,APCN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Hi_Till,VRCN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Low_Till,CPDN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Low_Till,CPDT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Low_Till,CPLN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Low_Till,CPLT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Low_Till,CPUN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Low_Till,CPUT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Low_Till,PCAN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Low_Till,PCRN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Low_Till,APCN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Low_Till,VRCN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,Hi_Till,APSN,0.11,0,0.055,0
