landseg,for,hvf,hwm,lwm,hom,hyw,pas,hyo,alf,trp,urs,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,nhi,nlo,nho,nhy,npa,nal
A51011,0.0588,0.6103,1.4136,1.4413,2.1940,0.6314,0.5774,0.3639,0.6354,7.0107,80.0680,0.3881,1.7725,6.1390,3.2717,0.3881,1.7725,3.2717,0.3881,1.7725,6.1390,3.2717,1.2722,1.2972,1.9746,0.5682,0.5197,0.3275
A51013,0.0588,0.6103,1.6293,1.6592,2.3871,0.8408,0.5133,0.3639,0.6354,6.2317,80.0680,0.5779,1.7727,6.1390,3.2717,0.5779,1.7727,3.2717,0.5779,1.7727,6.1390,3.2717,1.4664,1.4932,2.1483,0.7567,0.4620,0.3275
A51015,0.0588,0.6103,2.4489,2.4956,2.1728,1.3445,0.6212,0.3639,0.6354,7.5422,80.0680,0.2559,1.6217,6.1390,3.2717,0.2559,1.6217,3.2717,0.2559,1.6217,6.1390,3.2717,2.2040,2.2460,1.9555,1.2100,0.5591,0.3275
A51017,0.0588,0.6103,1.7338,1.7674,2.0377,0.5567,0.4585,0.3639,0.6354,5.5663,80.0680,0.4056,1.6577,6.1390,3.2717,0.4056,1.6577,3.2717,0.4056,1.6577,6.1390,3.2717,1.5604,1.5906,1.8339,0.5010,0.4126,0.3275
A51019,0.0588,0.6103,1.5107,1.5402,2.1099,0.5900,0.5610,0.3639,0.6354,6.8106,80.0680,0.3589,1.7644,6.1390,3.2717,0.3589,1.7644,3.2717,0.3589,1.7644,6.1390,3.2717,1.3596,1.3862,1.8989,0.5310,0.5049,0.3275
A51023,0.0588,0.6103,1.8485,1.8842,2.0724,0.5754,0.5087,0.3639,0.6354,6.1766,80.0680,0.4153,1.6126,6.1390,3.2717,0.4153,1.6126,3.2717,0.4153,1.6126,6.1390,3.2717,1.6637,1.6958,1.8651,0.5179,0.4579,0.3275
A51029,0.0588,0.6103,1.9401,1.9774,2.1960,1.0941,0.6383,0.3639,0.6354,7.7490,80.0680,0.3839,1.6995,6.1390,3.2717,0.3839,1.6995,3.2717,0.3839,1.6995,6.1390,3.2717,1.7461,1.7797,1.9764,0.9847,0.5744,0.3275
A51031,0.0588,0.6103,1.4158,1.4435,2.0431,0.5968,0.5519,0.3639,0.6354,6.7004,80.0680,0.3737,1.7190,6.1390,3.2717,0.3737,1.7190,3.2717,0.3737,1.7190,6.1390,3.2717,1.2742,1.2992,1.8388,0.5371,0.4967,0.3275
A51033,0.0588,0.6103,1.4765,1.5054,2.0811,0.6396,0.5515,0.3639,0.6354,6.6959,80.0680,0.2670,1.6765,6.1390,3.2717,0.2670,1.6765,3.2717,0.2670,1.6765,6.1390,3.2717,1.3289,1.3548,1.8730,0.5756,0.4964,0.3275
A51036,0.0588,0.6103,1.7256,1.7590,2.0390,0.6692,0.5820,0.3639,0.6354,7.0659,80.0680,0.3757,1.7939,6.1390,3.2717,0.3757,1.7939,3.2717,0.3757,1.7939,6.1390,3.2717,1.5530,1.5831,1.8351,0.6023,0.5238,0.3275
A51041,0.0588,0.6103,1.6084,1.6397,2.2374,1.0462,0.6266,0.3639,0.6354,7.6076,80.0680,0.2982,1.6862,6.1390,3.2717,0.2982,1.6862,3.2717,0.2982,1.6862,6.1390,3.2717,1.4476,1.4757,2.0136,0.9415,0.5639,0.3275
A51043,0.0588,0.6103,1.9198,1.9568,2.2598,0.6582,0.5384,0.3639,0.6354,6.5369,80.0680,0.2748,1.5504,6.1390,3.2717,0.2748,1.5504,3.2717,0.2748,1.5504,6.1390,3.2717,1.7278,1.7611,2.0338,0.5924,0.4846,0.3275
A51045,0.0588,0.6103,1.7013,1.7343,2.0680,0.5796,0.4905,0.3639,0.6354,5.9552,80.0680,0.4045,1.5354,6.1390,3.2717,0.4045,1.5354,3.2717,0.4045,1.5354,6.1390,3.2717,1.5312,1.5608,1.8612,0.5217,0.4415,0.3275
A51047,0.0588,0.6103,1.4610,1.4895,2.2000,0.6005,0.6064,0.3639,0.6354,7.3626,80.0680,0.2957,1.7066,6.1390,3.2717,0.2957,1.7066,3.2717,0.2957,1.7066,6.1390,3.2717,1.3149,1.3406,1.9800,0.5404,0.5458,0.3275
A51049,0.0588,0.6103,2.0816,2.1216,2.1889,1.9806,0.7353,0.3639,0.6354,8.9270,80.0680,0.3829,1.6924,6.1390,3.2717,0.3829,1.6924,3.2717,0.3829,1.6924,6.1390,3.2717,1.8735,1.9094,1.9700,1.7825,0.6618,0.3275
A51053,0.0588,0.6103,1.9483,1.9858,2.0531,2.1603,0.7338,0.3639,0.6354,8.9087,80.0680,0.3861,1.7865,6.1390,3.2717,0.3861,1.7865,3.2717,0.3861,1.7865,6.1390,3.2717,1.7535,1.7872,1.8478,1.9443,0.6604,0.3275
A51057,0.0588,0.6103,1.5360,1.5659,2.1973,0.6275,0.5739,0.3639,0.6354,6.9681,80.0680,0.2540,1.7157,6.1390,3.2717,0.2540,1.7157,3.2717,0.2540,1.7157,6.1390,3.2717,1.3824,1.4093,1.9775,0.5647,0.5165,0.3275
A51059,0.0588,0.6103,1.8427,1.8783,2.4201,1.0589,0.7206,0.3639,0.6354,8.7488,80.0680,0.2617,1.6709,6.1390,3.2717,0.2617,1.6709,3.2717,0.2617,1.6709,6.1390,3.2717,1.6585,1.6904,2.1781,0.9530,0.6485,0.3275
A51061,0.0588,0.6103,1.5356,1.5655,2.2646,0.6201,0.5715,0.3639,0.6354,6.9383,80.0680,0.3738,1.6482,6.1390,3.2717,0.3738,1.6482,3.2717,0.3738,1.6482,6.1390,3.2717,1.3820,1.4090,2.0381,0.5581,0.5143,0.3275
A51065,0.0588,0.6103,1.4155,1.4432,2.1963,0.5868,0.5480,0.3639,0.6354,6.6537,80.0680,0.3012,1.7127,6.1390,3.2717,0.3012,1.7127,3.2717,0.3012,1.7127,6.1390,3.2717,1.2740,1.2989,1.9767,0.5281,0.4932,0.3275
A51069,0.0588,0.6103,1.7693,1.8035,2.2815,0.6681,0.5302,0.3639,0.6354,6.4367,80.0680,0.3057,1.5110,6.1390,3.2717,0.3057,1.5110,3.2717,0.3057,1.5110,6.1390,3.2717,1.5924,1.6231,2.0533,0.6013,0.4772,0.3275
A51071,0.0588,0.6103,1.8074,1.8423,2.2209,0.6018,0.4892,0.3639,0.6354,5.9389,80.0680,0.4905,1.5792,6.1390,3.2717,0.4905,1.5792,3.2717,0.4905,1.5792,6.1390,3.2717,1.6266,1.6581,1.9988,0.5416,0.4403,0.3275
A51073,0.0588,0.6103,1.4453,1.4736,2.1593,0.6606,0.6107,0.3639,0.6354,7.4147,80.0680,0.5834,1.9595,6.1390,3.2717,0.5834,1.9595,3.2717,0.5834,1.9595,6.1390,3.2717,1.3008,1.3262,1.9434,0.5945,0.5497,0.3275
A51075,0.0588,0.6103,1.5049,1.5343,2.1840,0.7179,0.6203,0.3639,0.6354,7.5312,80.0680,0.3576,1.6868,6.1390,3.2717,0.3576,1.6868,3.2717,0.3576,1.6868,6.1390,3.2717,1.3544,1.3809,1.9656,0.6461,0.5583,0.3275
A51079,0.0588,0.6103,1.6418,1.6737,2.2476,0.8692,0.6167,0.3639,0.6354,7.4869,80.0680,0.4459,1.8863,6.1390,3.2717,0.4459,1.8863,3.2717,0.4459,1.8863,6.1390,3.2717,1.4776,1.5063,2.0228,0.7822,0.5550,0.3275
A51085,0.0588,0.6103,1.5632,1.5936,2.0888,0.6294,0.6543,0.3639,0.6354,7.9443,80.0680,0.2914,1.6704,6.1390,3.2717,0.2914,1.6704,3.2717,0.2914,1.6704,6.1390,3.2717,1.4068,1.4342,1.8799,0.5664,0.5889,0.3275
A51087,0.0588,0.6103,1.6170,1.6485,2.2882,0.7746,0.6119,0.3639,0.6354,7.4294,80.0680,0.3357,1.6976,6.1390,3.2717,0.3357,1.6976,3.2717,0.3357,1.6976,6.1390,3.2717,1.4553,1.4836,2.0594,0.6971,0.5507,0.3275
A51091,0.0588,0.6103,1.9215,2.0318,2.1779,0.6958,0.4614,0.3639,0.6354,5.6024,80.0680,0.5582,1.7641,6.1390,3.2717,0.5582,1.7641,3.2717,0.5582,1.7641,6.1390,3.2717,1.7294,1.8286,1.9601,0.6263,0.4153,0.3275
A51093,0.0588,0.6103,2.0025,2.0410,2.0343,0.6288,0.7580,0.3639,0.6354,9.2026,80.0680,0.2118,1.8723,6.1390,3.2717,0.2118,1.8723,3.2717,0.2118,1.8723,6.1390,3.2717,1.8023,1.8369,1.8309,0.5659,0.6822,0.3275
A51095,0.0588,0.6103,1.4461,1.4744,2.1265,0.6515,0.6335,0.3639,0.6354,7.6915,80.0680,0.5740,1.9246,6.1390,3.2717,0.5740,1.9246,3.2717,0.5740,1.9246,6.1390,3.2717,1.3015,1.3269,1.9139,0.5863,0.5702,0.3275
A51097,0.0588,0.6103,1.5155,1.5451,2.1712,0.6878,0.5214,0.3639,0.6354,6.3307,80.0680,0.2335,1.7229,6.1390,3.2717,0.2335,1.7229,3.2717,0.2335,1.7229,6.1390,3.2717,1.3640,1.3905,1.9541,0.6190,0.4693,0.3275
A51099,0.0588,0.6103,1.7107,1.7439,2.2838,0.8094,0.6033,0.3639,0.6354,7.3244,80.0680,0.4777,1.7812,6.1390,3.2717,0.4777,1.7812,3.2717,0.4777,1.7812,6.1390,3.2717,1.5397,1.5695,2.0554,0.7285,0.5430,0.3275
A51101,0.0588,0.6103,1.5209,1.5506,2.2910,0.6403,0.6017,0.3639,0.6354,7.3052,80.0680,0.2450,1.6981,6.1390,3.2717,0.2450,1.6981,3.2717,0.2450,1.6981,6.1390,3.2717,1.3688,1.3955,2.0619,0.5763,0.5415,0.3275
A51103,0.0588,0.6103,1.4748,1.5037,1.9453,0.5427,0.5607,0.3639,0.6354,6.8077,80.0680,0.5669,1.8502,6.1390,3.2717,0.5669,1.8502,3.2717,0.5669,1.8502,6.1390,3.2717,1.3274,1.3533,1.7508,0.4884,0.5046,0.3275
A51107,0.0588,0.6103,1.5082,1.5377,2.2380,0.6710,0.5960,0.3639,0.6354,7.2357,80.0680,0.3140,1.6231,6.1390,3.2717,0.3140,1.6231,3.2717,0.3140,1.6231,6.1390,3.2717,1.3574,1.3839,2.0142,0.6039,0.5364,0.3275
A51109,0.0588,0.6103,1.5928,1.6238,2.2196,0.8812,0.6438,0.3639,0.6354,7.8166,80.0680,0.4439,1.7068,6.1390,3.2717,0.4439,1.7068,3.2717,0.4439,1.7068,6.1390,3.2717,1.4335,1.4614,1.9977,0.7931,0.5794,0.3275
A51113,0.0588,0.6103,1.5085,1.5379,2.2160,0.8444,0.6328,0.3639,0.6354,7.6825,80.0680,0.3548,1.7844,6.1390,3.2717,0.3548,1.7844,3.2717,0.3548,1.7844,6.1390,3.2717,1.3576,1.3841,1.9944,0.7599,0.5695,0.3275
A51115,0.0588,0.6103,1.3642,1.3909,1.9679,0.6168,0.5652,0.3639,0.6354,6.8622,80.0680,0.5668,1.9338,6.1390,3.2717,0.5668,1.9338,3.2717,0.5668,1.9338,6.1390,3.2717,1.2277,1.2519,1.7711,0.5552,0.5087,0.3275
A51119,0.0588,0.6103,1.4383,1.4664,1.6632,0.6711,0.5706,0.3639,0.6354,6.9271,80.0680,0.5325,1.8708,6.1390,3.2717,0.5325,1.8708,3.2717,0.5325,1.8708,6.1390,3.2717,1.2944,1.3198,1.4969,0.6040,0.5135,0.3275
A51121,0.0588,0.6103,1.8388,1.8743,2.0756,0.5574,0.5154,0.3639,0.6354,6.2573,80.0680,0.3210,1.5433,6.1390,3.2717,0.3210,1.5433,3.2717,0.3210,1.5433,6.1390,3.2717,1.6549,1.6868,1.8681,0.5017,0.4639,0.3275
A51125,0.0588,0.6103,1.3765,1.4035,2.1680,0.5739,0.5164,0.3639,0.6354,6.2690,80.0680,0.4589,1.8128,6.1390,3.2717,0.4589,1.8128,3.2717,0.4589,1.8128,6.1390,3.2717,1.2388,1.2631,1.9512,0.5165,0.4647,0.3275
A51127,0.0588,0.6103,1.4821,1.5110,2.1475,0.6307,0.5185,0.3639,0.6354,6.2945,80.0680,0.3612,1.7543,6.1390,3.2717,0.3612,1.7543,3.2717,0.3612,1.7543,6.1390,3.2717,1.3339,1.3599,1.9327,0.5677,0.4666,0.3275
A51131,0.0588,0.6103,1.3198,1.3458,2.0755,0.5390,0.4836,0.3639,0.6354,5.8715,80.0680,0.6566,1.8950,6.1390,3.2717,0.6566,1.8950,3.2717,0.6566,1.8950,6.1390,3.2717,1.1878,1.2112,1.8680,0.4851,0.4353,0.3275
A51133,0.0588,0.6103,1.4781,1.5070,2.1436,0.5777,0.5498,0.3639,0.6354,6.6748,80.0680,0.5546,1.8207,6.1390,3.2717,0.5546,1.8207,3.2717,0.5546,1.8207,6.1390,3.2717,1.3303,1.3563,1.9293,0.5199,0.4948,0.3275
A51135,0.0588,0.6103,1.8619,1.8978,2.1189,1.3703,0.6736,0.3639,0.6354,8.1780,80.0680,0.3570,1.7895,6.1390,3.2717,0.3570,1.7895,3.2717,0.3570,1.7895,6.1390,3.2717,1.6757,1.7081,1.9070,1.2333,0.6062,0.3275
A51137,0.0588,0.6103,1.5265,1.5563,2.2477,0.7620,0.6160,0.3639,0.6354,7.4785,80.0680,0.3595,1.7482,6.1390,3.2717,0.3595,1.7482,3.2717,0.3595,1.7482,6.1390,3.2717,1.3739,1.4007,2.0229,0.6858,0.5544,0.3275
A51139,0.0588,0.6103,3.9633,4.0378,2.3726,3.6624,0.9791,0.3639,0.6354,11.8871,80.0680,0.2762,1.5351,6.1390,3.2717,0.2762,1.5351,3.2717,0.2762,1.5351,6.1390,3.2717,3.5670,3.6340,2.1353,3.2962,0.8812,0.3275
A51145,0.0588,0.6103,1.5573,1.5876,2.2599,0.7684,0.6255,0.3639,0.6354,7.5936,80.0680,0.4274,1.7382,6.1390,3.2717,0.4274,1.7382,3.2717,0.4274,1.7382,6.1390,3.2717,1.4016,1.4289,2.0339,0.6915,0.5629,0.3275
A51147,0.0588,0.6103,1.5462,1.5763,2.0571,0.7018,0.5914,0.3639,0.6354,7.1803,80.0680,0.3445,1.7024,6.1390,3.2717,0.3445,1.7024,3.2717,0.3445,1.7024,6.1390,3.2717,1.3915,1.4187,1.8514,0.6316,0.5323,0.3275
A51149,0.0588,0.6103,1.8606,1.8964,2.2605,0.7763,0.6250,0.3639,0.6354,7.5886,80.0680,0.3022,1.7821,6.1390,3.2717,0.3022,1.7821,3.2717,0.3022,1.7821,6.1390,3.2717,1.6745,1.7068,2.0344,0.6987,0.5625,0.3275
A51153,0.0588,0.6103,1.6947,1.7275,2.3949,0.8566,0.6463,0.3639,0.6354,7.8462,80.0680,0.4055,1.6480,6.1390,3.2717,0.4055,1.6480,3.2717,0.4055,1.6480,6.1390,3.2717,1.5252,1.5548,2.1554,0.7709,0.5816,0.3275
A51157,0.0588,0.6103,1.4024,1.4298,2.2692,0.6157,0.5346,0.3639,0.6354,6.4907,80.0680,0.4103,1.7246,6.1390,3.2717,0.4103,1.7246,3.2717,0.4103,1.7246,6.1390,3.2717,1.2621,1.2869,2.0423,0.5542,0.4812,0.3275
A51159,0.0588,0.6103,1.4701,1.5094,1.9469,0.6468,0.5370,0.3639,0.6354,6.5202,80.0680,0.3301,1.7341,6.1390,3.2717,0.3301,1.7341,3.2717,0.3301,1.7341,6.1390,3.2717,1.3231,1.3585,1.7522,0.5822,0.4833,0.3275
A51161,0.0588,0.6103,2.0766,2.1165,2.1225,1.3001,0.6288,0.3639,0.6354,7.6345,80.0680,0.3710,1.5918,6.1390,3.2717,0.3710,1.5918,3.2717,0.3710,1.5918,6.1390,3.2717,1.8690,1.9048,1.9102,1.1701,0.5659,0.3275
A51163,0.0588,0.6103,1.9370,1.9742,2.1162,0.5483,0.5121,0.3639,0.6354,6.2168,80.0680,0.3609,1.6860,6.1390,3.2717,0.3609,1.6860,3.2717,0.3609,1.6860,6.1390,3.2717,1.7433,1.7768,1.9046,0.4934,0.4609,0.3275
A51165,0.0588,0.6103,3.7574,3.8281,2.5353,3.8733,1.0453,0.3639,0.6354,12.6912,80.0680,0.2278,1.4983,6.1390,3.2717,0.2278,1.4983,3.2717,0.2278,1.4983,6.1390,3.2717,3.3817,3.4453,2.2818,3.4860,0.9408,0.3275
A51171,0.0588,0.6103,2.5476,2.5961,2.3291,1.6126,0.6621,0.3639,0.6354,8.0383,80.0680,0.2641,1.4961,6.1390,3.2717,0.2641,1.4961,3.2717,0.2641,1.4961,6.1390,3.2717,2.2928,2.3365,2.0962,1.4514,0.5959,0.3275
A51177,0.0588,0.6103,1.4937,1.5229,2.2091,0.6210,0.6489,0.3639,0.6354,7.8781,80.0680,0.4071,1.7120,6.1390,3.2717,0.4071,1.7120,3.2717,0.4071,1.7120,6.1390,3.2717,1.3444,1.3706,1.9882,0.5589,0.5840,0.3275
A51179,0.0588,0.6103,1.5723,1.6029,2.3028,1.2095,0.6108,0.3639,0.6354,7.4154,80.0680,0.3820,1.6993,6.1390,3.2717,0.3820,1.6993,3.2717,0.3820,1.6993,6.1390,3.2717,1.4151,1.4426,2.0725,1.0885,0.5497,0.3275
A51181,0.0588,0.6103,1.7392,1.7728,2.0147,0.6218,4.6611,0.3639,0.6354,56.5903,80.0680,0.3352,1.8828,6.1390,3.2717,0.3352,1.8828,3.2717,0.3352,1.8828,6.1390,3.2717,1.5653,1.5955,1.8133,0.5596,4.1950,0.3275
A51187,0.0588,0.6103,2.2194,2.2619,2.2366,0.6338,0.5232,0.3639,0.6354,6.3525,80.0680,0.2858,1.5245,6.1390,3.2717,0.2858,1.5245,3.2717,0.2858,1.5245,6.1390,3.2717,1.9975,2.0357,2.0129,0.5704,0.4709,0.3275
A51193,0.0588,0.6103,1.5496,1.5798,2.0798,0.5182,0.5280,0.3639,0.6354,6.4104,80.0680,0.3334,1.7362,6.1390,3.2717,0.3334,1.7362,3.2717,0.3334,1.7362,6.1390,3.2717,1.3946,1.4218,1.8718,0.4664,0.4752,0.3275
A51199,0.0588,0.6103,1.7517,1.7856,2.1538,1.8134,0.9385,0.3639,0.6354,11.3948,80.0680,0.5602,1.9372,6.1390,3.2717,0.5602,1.9372,3.2717,0.5602,1.9372,6.1390,3.2717,1.5765,1.6070,1.9384,1.6321,0.8447,0.3275
A51510,0.0588,0.6103,1.6169,1.6466,2.0562,0.7703,0.4929,0.3639,0.6354,5.9839,80.0680,0.1377,1.6757,6.1390,3.2717,0.1377,1.6757,3.2717,0.1377,1.6757,6.1390,3.2717,1.4552,1.4819,1.8506,0.6933,0.4436,0.3275
A51530,0.0588,0.6103,1.3667,1.3917,2.1059,0.5289,0.3903,0.3639,0.6354,4.7388,80.0680,0.3483,1.7313,6.1390,3.2717,0.3483,1.7313,3.2717,0.3483,1.7313,6.1390,3.2717,1.2300,1.2526,1.8953,0.4760,0.3513,0.3275
A51540,0.0588,0.6103,1.4186,1.4446,1.9041,0.6234,0.4319,0.3639,0.6354,5.2434,80.0680,0.4067,1.8939,6.1390,3.2717,0.4067,1.8939,3.2717,0.4067,1.8939,6.1390,3.2717,1.2767,1.3001,1.7137,0.5611,0.3887,0.3275
A51550,0.0588,0.6103,1.3690,1.3959,2.2727,0.6902,0.7540,0.3639,0.6354,9.1537,80.0680,0.5388,1.9442,6.1390,3.2717,0.5388,1.9442,3.2717,0.5388,1.9442,6.1390,3.2717,1.2321,1.2563,2.0454,0.6212,0.6786,0.3275
A51570,0.0588,0.6103,1.5408,1.5691,1.9593,0.7188,0.4705,0.3639,0.6354,5.7124,80.0680,0.4628,1.8084,6.1390,3.2717,0.4628,1.8084,3.2717,0.4628,1.8084,6.1390,3.2717,1.3867,1.4122,1.7634,0.6470,0.4235,0.3275
A51580,0.0588,0.6103,1.3903,1.4158,2.1355,0.5447,0.3972,0.3639,0.6354,4.8219,80.0680,0.3745,1.5437,6.1390,3.2717,0.3745,1.5437,3.2717,0.3745,1.5437,6.1390,3.2717,1.2513,1.2742,1.9220,0.4902,0.3574,0.3275
A51600,0.0588,0.6103,1.6775,1.7082,2.2328,0.7978,0.5078,0.3639,0.6354,6.1646,80.0680,0.4010,1.7750,6.1390,3.2717,0.4010,1.7750,3.2717,0.4010,1.7750,6.1390,3.2717,1.5097,1.5374,2.0095,0.7180,0.4570,0.3275
A51610,0.0588,0.6103,1.6981,1.7292,2.2592,0.8119,0.5139,0.3639,0.6354,6.2390,80.0680,0.1739,1.7493,6.1390,3.2717,0.1739,1.7493,3.2717,0.1739,1.7493,6.1390,3.2717,1.5282,1.5563,2.0333,0.7307,0.4625,0.3275
A51630,0.0588,0.6103,1.5005,1.5280,2.0075,0.6783,0.4558,0.3639,0.6354,5.5333,80.0680,0.2780,1.7142,6.1390,3.2717,0.2780,1.7142,3.2717,0.2780,1.7142,6.1390,3.2717,1.3505,1.3752,1.8067,0.6105,0.4102,0.3275
A51650,0.0588,0.6103,1.2308,1.2533,1.5642,0.5091,0.3793,0.3639,0.6354,4.6046,80.0680,0.5303,1.9342,6.1390,3.2717,0.5303,1.9342,3.2717,0.5303,1.9342,6.1390,3.2717,1.1077,1.1280,1.4078,0.4582,0.3413,0.3275
A51660,0.0588,0.6103,1.7405,1.7724,2.5818,0.7815,0.5002,0.3639,0.6354,6.0728,80.0680,0.2300,1.5216,6.1390,3.2717,0.2300,1.5216,3.2717,0.2300,1.5216,6.1390,3.2717,1.5664,1.5951,2.3236,0.7033,0.4502,0.3275
A51670,0.0588,0.6103,2.0616,2.0994,2.6230,1.0710,0.6237,0.3639,0.6354,7.5728,80.0680,0.4625,1.8058,6.1390,3.2717,0.4625,1.8058,3.2717,0.4625,1.8058,6.1390,3.2717,1.8554,1.8894,2.3607,0.9639,0.5614,0.3275
A51678,0.0588,0.6103,1.3747,1.3999,2.1161,0.5344,0.3927,0.3639,0.6354,4.7674,80.0680,0.2957,1.7023,6.1390,3.2717,0.2957,1.7023,3.2717,0.2957,1.7023,6.1390,3.2717,1.2372,1.2599,1.9045,0.4809,0.3534,0.3275
A51680,0.0588,0.6103,1.3704,1.3955,1.8427,0.5908,0.4177,0.3639,0.6354,5.0713,80.0680,0.3367,1.7427,6.1390,3.2717,0.3367,1.7427,3.2717,0.3367,1.7427,6.1390,3.2717,1.2333,1.2560,1.6584,0.5318,0.3759,0.3275
A51683,0.0588,0.6103,1.5658,1.5945,2.0904,0.7223,0.4749,0.3639,0.6354,5.7656,80.0680,0.5791,1.7424,6.1390,3.2717,0.5791,1.7424,3.2717,0.5791,1.7424,6.1390,3.2717,1.4092,1.4351,1.8814,0.6501,0.4274,0.3275
A51685,0.0588,0.6103,1.5777,1.6066,2.1069,0.7311,0.4787,0.3639,0.6354,5.8120,80.0680,0.5902,1.7538,6.1390,3.2717,0.5902,1.7538,3.2717,0.5902,1.7538,6.1390,3.2717,1.4199,1.4460,1.8962,0.6580,0.4308,0.3275
A51700,0.0588,0.6103,1.4320,1.4582,1.8206,0.6452,0.4385,0.3639,0.6354,5.3235,80.0680,0.5359,1.9287,6.1390,3.2717,0.5359,1.9287,3.2717,0.5359,1.9287,6.1390,3.2717,1.2888,1.3124,1.6385,0.5807,0.3946,0.3275
A51710,0.0588,0.6103,1.5292,1.5572,1.9443,0.7109,0.4670,0.3639,0.6354,5.6703,80.0680,0.5393,1.9504,6.1390,3.2717,0.5393,1.9504,3.2717,0.5393,1.9504,6.1390,3.2717,1.3762,1.4015,1.7499,0.6399,0.4203,0.3275
A51730,0.0588,0.6103,1.4816,1.5087,1.8838,0.6788,0.4531,0.3639,0.6354,5.5006,80.0680,0.2949,1.7637,6.1390,3.2717,0.2949,1.7637,3.2717,0.2949,1.7637,6.1390,3.2717,1.3334,1.3579,1.6954,0.6109,0.4078,0.3275
A51735,0.0588,0.6103,1.1913,1.2131,1.5142,0.4824,0.3677,0.3639,0.6354,4.4646,80.0680,0.5228,1.9252,6.1390,3.2717,0.5228,1.9252,3.2717,0.5228,1.9252,6.1390,3.2717,1.0722,1.0918,1.3628,0.4342,0.3310,0.3275
A51740,0.0588,0.6103,1.5498,1.5783,1.9707,0.7249,0.4731,0.3639,0.6354,5.7442,80.0680,0.5379,1.9570,6.1390,3.2717,0.5379,1.9570,3.2717,0.5379,1.9570,6.1390,3.2717,1.3949,1.4204,1.7736,0.6524,0.4258,0.3275
A51760,0.0588,0.6103,1.5861,1.6152,2.0171,0.7495,0.4838,0.3639,0.6354,5.8743,80.0680,0.3398,1.7056,6.1390,3.2717,0.3398,1.7056,3.2717,0.3398,1.7056,6.1390,3.2717,1.4275,1.4537,1.8154,0.6745,0.4355,0.3275
A51790,0.0588,0.6103,1.4903,1.5176,2.2634,0.6126,0.4267,0.3639,0.6354,5.1804,80.0680,0.2741,1.5958,6.1390,3.2717,0.2741,1.5958,3.2717,0.2741,1.5958,6.1390,3.2717,1.3413,1.3659,2.0371,0.5513,0.3840,0.3275
A51800,0.0588,0.6103,1.5300,1.5598,2.0133,0.6084,0.5677,0.3639,0.6354,6.8918,80.0680,0.4961,1.8769,6.1390,3.2717,0.4961,1.8769,3.2717,0.4961,1.8769,6.1390,3.2717,1.3770,1.4039,1.8120,0.5476,0.5109,0.3275
A51810,0.0588,0.6103,1.4436,1.4719,2.0965,0.6507,0.7002,0.3639,0.6354,8.5005,80.0680,0.5462,1.9619,6.1390,3.2717,0.5462,1.9619,3.2717,0.5462,1.9619,6.1390,3.2717,1.2993,1.3247,1.8869,0.5856,0.6301,0.3275
A51820,0.0588,0.6103,1.5319,1.5600,2.3160,0.6404,0.4388,0.3639,0.6354,5.3277,80.0680,0.5519,1.9306,6.1390,3.2717,0.5519,1.9306,3.2717,0.5519,1.9306,6.1390,3.2717,1.3787,1.4040,2.0844,0.5764,0.3949,0.3275
A51830,0.0588,0.6103,1.4159,1.4419,1.8001,0.6344,0.4337,0.3639,0.6354,5.2661,80.0680,0.5899,1.9636,6.1390,3.2717,0.5899,1.9636,3.2717,0.5899,1.9636,6.1390,3.2717,1.2743,1.2977,1.6201,0.5709,0.3904,0.3275
A51840,0.0588,0.6103,1.5082,1.5358,2.2857,0.6244,0.4318,0.3639,0.6354,5.2429,80.0680,0.2750,1.5507,6.1390,3.2717,0.2750,1.5507,3.2717,0.2750,1.5507,6.1390,3.2717,1.3574,1.3823,2.0572,0.5619,0.3887,0.3275
A54003,0.0588,0.6103,1.5747,1.6053,2.3358,0.8342,0.5216,0.3639,0.6354,6.3333,80.0680,0.2630,1.5306,6.1390,3.2717,0.2630,1.5306,3.2717,0.2630,1.5306,6.1390,3.2717,1.4172,1.4448,2.1022,0.7507,0.4695,0.3275
A54023,0.0588,0.6103,1.8116,1.8466,2.3982,1.8234,0.5859,0.3639,0.6354,7.1134,80.0680,0.7375,2.0172,6.1390,3.2717,0.7375,2.0172,3.2717,0.7375,2.0172,6.1390,3.2717,1.6305,1.6620,2.1584,1.6411,0.5273,0.3275
A54027,0.0588,0.6103,1.5635,1.5940,2.2434,0.7721,0.4763,0.3639,0.6354,5.7833,80.0680,0.3224,1.4810,6.1390,3.2717,0.3224,1.4810,3.2717,0.3224,1.4810,6.1390,3.2717,1.4072,1.4346,2.0191,0.6949,0.4287,0.3275
A54031,0.0588,0.6103,2.5797,2.6287,2.4320,2.4732,0.8240,0.3639,0.6354,10.0035,80.0680,0.4330,1.5329,6.1390,3.2717,0.4330,1.5329,3.2717,0.4330,1.5329,6.1390,3.2717,2.3217,2.3658,2.1888,2.2259,0.7416,0.3275
A54037,0.0588,0.6103,1.4746,1.5034,2.3354,0.9062,0.5415,0.3639,0.6354,6.5747,80.0680,0.2242,1.5311,6.1390,3.2717,0.2242,1.5311,3.2717,0.2242,1.5311,6.1390,3.2717,1.3271,1.3530,2.1018,0.8156,0.4874,0.3275
